Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W,ADR_Pct
1089,JUNGLECAMP.BO,54.18,19.20K,Consumer Services,Hotels/Resorts/Cruise Lines,65.0,61.0,71.0,60.0,23.72K,41.76K,66.85,39.4,839.71M,No,48.91,53.32,49.34,50.33,4.82
1090,SHREERAMA.NS,50.28,159.29K,Process Industries,Containers/Packaging,65.0,25.0,14.0,39.0,169.13K,107.95K,71.99,31.05,6.71B,No,49.09,53.83,47.93,54.39,5.47
1091,SPMLINFRA.NS,218.37,312.83K,Industrial Services,Engineering & Construction,65.0,66.0,83.0,53.0,1313.20K,835.04K,323.4,151.01,18.37B,No,185.96,215.14,187.75,189.45,4.65
1092,IWP.NS,35.85,4.30K,Consumer Non-Durables,Food: Specialty/Candy,65.0,,,,6.71K,7.99K,39.15,28.0,,No,,,,,
1093,V2RETAIL.NS,219.64,1223.95K,Retail Trade,Apparel/Footwear Retail,65.0,43.0,44.0,40.0,1084.50K,1292.40K,256.41,158.56,80.09B,No,196.97,204.7,197.88,212.57,3.73
1094,ALFREDHE.BO,2915.5,0.01K,Producer Manufacturing,Industrial Machinery,65.0,47.0,50.0,47.0,0.15K,0.07K,3974.0,1952.1,2.25B,No,2701.86,2981.91,2699.11,2839.38,3.12
1095,TI.NS,459.65,490.93K,Consumer Non-Durables,Beverages: Alcoholic,65.0,28.0,42.0,39.0,596.38K,509.95K,549.7,270.0,113.61B,No,446.02,460.54,445.78,455.3,3.0
1096,CANBK.NS,134.34,16987.38K,Finance,Major Banks,64.0,8.0,15.0,58.0,23619.73K,18361.05K,162.89,93.87,1218.55B,No,139.64,134.6,136.69,143.18,2.12
1097,SUKHJITS.NS,190.88,18.96K,Consumer Non-Durables,Food: Specialty/Candy,64.0,56.0,60.0,82.0,30.34K,15.02K,231.1,137.3,5.96B,No,175.24,169.17,172.58,169.32,4.77
1098,DEEPAKFERT.NS,1342.0,393.75K,Process Industries,Chemicals: Agricultural,64.0,84.0,86.0,45.0,558.12K,356.33K,1778.6,866.4,169.58B,No,1075.14,1288.04,1090.65,1194.19,3.99
1099,KAVDEFENCE.NS,69.38,282.31K,Electronic Technology,Telecommunications Equipment,64.0,80.0,47.0,8.0,143.74K,85.69K,162.87,42.93,4.17B,No,62.45,78.68,63.05,76.21,4.41
1100,VISAKAIND.NS,73.75,232.89K,Process Industries,Industrial Specialties,64.0,78.0,77.0,50.0,98.19K,113.13K,98.1,50.2,6.37B,No,61.73,72.25,62.42,67.24,3.26
1101,TRITURBINE.NS,597.9,2294.29K,Producer Manufacturing,Industrial Machinery,64.0,85.0,56.0,77.0,1981.05K,781.96K,675.2,428.35,190.07B,No,499.13,523.14,501.67,512.69,4.63
1102,TRANSPEK.NS,1244.3,2.20K,Process Industries,Chemicals: Specialty,64.0,,,,1.22K,1.08K,1250.0,1125.0,,No,,,,,
1103,RAVEL.BO,198.0,1.00K,Consumer Non-Durables,Household/Personal Care,64.0,83.0,68.0,,16.96K,13.60K,215.0,117.0,1.36B,No,168.06,,168.2,,4.03
1104,IIRM.BO,92.82,82.85K,Producer Manufacturing,Miscellaneous Manufacturing,64.0,30.0,47.0,84.0,11.28K,29.77K,105.0,68.0,6.33B,No,85.54,82.93,85.52,83.16,8.22
1105,TATAINVEST.NS,717.6,438.86K,Finance,Investment Banks/Brokers,64.0,61.0,65.0,44.0,1702.31K,674.69K,1184.7,538.85,363.07B,No,657.45,712.26,653.65,694.93,3.5
1106,PANACHE.NS,331.3,15.83K,Electronic Technology,Computer Peripherals,64.0,41.0,53.0,19.0,12.52K,22.38K,472.15,171.85,5.05B,No,318.63,327.17,316.02,339.79,5.63
1107,AERONEU.NS,90.98,77.29K,Process Industries,Containers/Packaging,64.0,56.0,80.0,76.0,52.35K,94.23K,125.37,63.21,2.35B,No,76.0,85.0,77.91,76.16,5.85
1108,APTECHT.NS,109.47,319.94K,Commercial Services,Miscellaneous Commercial Services,64.0,93.0,91.0,66.0,366.01K,486.07K,182.3,69.1,6.35B,No,88.29,104.78,88.82,93.84,4.56
1109,POWERGRID.NS,313.95,7929.29K,Utilities,Alternative Power Generation,64.0,30.0,60.0,75.0,14704.28K,8693.57K,324.95,250.0,2919.92B,No,305.3,285.63,305.27,284.89,1.82
1110,KAMADGIRI.BO,97.92,1.16K,Process Industries,Textiles,64.0,84.0,59.0,67.0,2.67K,0.46K,154.0,64.05,574.73M,No,83.85,92.02,85.83,88.41,7.83
1111,CEINSYS.NS,1092.4,208.09K,Industrial Services,Engineering & Construction,64.0,34.0,,,99.18K,64.13K,1249.9,855.0,22.87B,No,1012.23,,1035.61,,6.21
1112,NCML.BO,89.1,17.60K,Non-Energy Minerals,Steel,64.0,37.0,56.0,13.0,13.76K,10.88K,129.8,64.6,2.22B,No,83.97,,84.4,93.68,3.02
1113,SCHAEFFLER.NS,4247.9,73.56K,Producer Manufacturing,Metal Fabrication,64.0,39.0,58.0,63.0,126.05K,143.38K,4467.7,3518.4,663.96B,No,4075.98,3975.27,4065.97,3948.44,2.85
1114,PRIMESECU.NS,285.75,18.52K,Finance,Investment Banks/Brokers,64.0,16.0,53.0,60.0,23.78K,16.49K,325.0,227.86,9.69B,No,279.53,281.14,279.77,284.19,2.97
1115,SHIVAMILLS.NS,68.0,42.62K,Process Industries,Textiles,64.0,93.0,83.0,62.0,6.08K,6.81K,86.49,43.01,587.64M,No,55.32,63.06,55.33,58.79,7.97
1116,SRHHYPOLTD.NS,546.75,14.09K,Process Industries,Chemicals: Specialty,64.0,80.0,79.0,62.0,16.36K,18.72K,716.5,382.4,9.38B,No,460.82,528.99,460.02,489.16,4.07
1117,HIMTEK.BO,220.0,4.66K,Producer Manufacturing,Auto Parts: Oem,64.0,60.0,57.0,63.0,7.08K,4.52K,271.5,160.25,2.27B,No,201.62,211.0,202.37,212.64,4.25
1118,EXPOEAPL.BO,67.81,2.47K,Producer Manufacturing,Industrial Machinery,64.0,36.0,69.0,44.0,24.89K,8.40K,111.0,46.4,1.55B,No,62.42,72.28,63.81,66.48,5.53
1119,TIIL.NS,2501.6,3.55K,Producer Manufacturing,Metal Fabrication,64.0,45.0,82.0,66.0,17.83K,7.97K,3383.0,1868.5,56.72B,No,2309.68,2420.13,2301.45,2295.89,3.2
1120,ARVSMART.NS,633.7,25.88K,Finance,Real Estate Development,64.0,70.0,75.0,63.0,309.00K,54.13K,757.0,486.8,29.07B,No,562.9,593.67,567.04,581.35,3.03
1121,GAMCO.BO,41.18,79.37K,Finance,Investment Banks/Brokers,64.0,45.0,61.0,66.0,44.55K,36.65K,52.0,32.65,2.23B,No,39.15,39.77,39.34,39.41,6.02
1122,BRIGHT.BO,390.0,0.38K,Commercial Services,Advertising/Marketing Services,64.0,13.0,28.0,78.0,4.37K,3.56K,450.0,310.05,8.51B,No,400.06,382.17,388.18,394.27,2.61
1123,SHARMEH.BO,104.0,0.36K,Health Services,Hospital/Nursing Management,64.0,23.0,31.0,10.0,0.65K,0.73K,233.9,70.08,341.52M,No,100.52,125.44,99.29,116.85,8.39
1124,DHARMAJ.NS,269.5,82.89K,Process Industries,Chemicals: Agricultural,64.0,27.0,67.0,56.0,56.25K,42.74K,386.5,210.65,9.11B,No,251.19,275.1,253.04,249.62,4.5
1125,BDH.BO,368.3,1.46K,Health Technology,Pharmaceuticals: Other,64.0,10.0,32.0,38.0,2.15K,1.39K,523.75,241.0,2.12B,No,383.4,385.75,378.05,398.3,3.32
1126,HANNAH.BO,73.53,50.00K,Health Services,Hospital/Nursing Management,64.0,5.0,,,59.82K,28.20K,88.8,55.99,1.67B,No,68.53,,70.31,,3.67
1127,POWERMECH.NS,2605.8,104.82K,Industrial Services,Engineering & Construction,64.0,82.0,80.0,70.0,112.20K,94.49K,3415.0,1717.7,82.39B,No,2164.24,2495.46,2185.01,2258.7,3.74
1128,KPIGREEN.NS,476.2,1565.28K,Utilities,Alternative Power Generation,63.0,64.0,73.0,41.0,1680.30K,2540.02K,563.0,335.65,93.97B,No,406.56,451.05,411.79,431.84,3.74
1129,ARVEE.NS,168.32,0.28K,Process Industries,Chemicals: Specialty,63.0,71.0,55.0,71.0,1.43K,1.38K,290.78,129.11,1.85B,No,156.35,169.26,156.85,172.08,5.23
1130,7SEASL.BO,81.23,17.57K,Technology Services,Packaged Software,63.0,39.0,49.0,61.0,12.22K,7.13K,101.0,63.0,1.88B,No,76.55,79.71,77.3,79.62,5.13
1131,AXTEL.BO,489.75,30.91K,Producer Manufacturing,Industrial Machinery,63.0,81.0,65.0,67.0,10.54K,23.84K,550.0,335.0,7.91B,No,406.68,443.33,417.19,434.64,5.42
1132,TRIVENI.NS,402.4,449.60K,Process Industries,Agricultural Commodities/Milling,63.0,22.0,52.0,78.0,773.94K,347.68K,468.1,317.55,88.13B,No,387.37,365.54,388.57,373.24,3.11
1133,GLOSTERLTD.NS,665.25,4.57K,Process Industries,Textiles,63.0,58.0,54.0,71.0,3.37K,8.71K,830.0,495.0,7.28B,No,568.48,621.19,566.39,600.87,4.73
1134,TRADEWELL.BO,71.5,0.81K,Finance,Real Estate Development,63.0,1.0,13.0,63.0,0.19K,0.16K,102.74,40.0,214.81M,No,81.39,66.78,80.93,74.41,2.93
1135,VALIANTLAB.NS,79.11,9.67K,Health Technology,Pharmaceuticals: Major,63.0,89.0,89.0,56.0,89.72K,96.31K,124.4,49.51,4.30B,No,62.26,73.95,63.64,67.48,5.72
1136,TECHNOE.NS,1257.2,281.09K,Industrial Services,Engineering & Construction,63.0,63.0,75.0,53.0,280.92K,262.97K,1654.0,870.0,146.21B,No,1154.9,1230.96,1149.2,1135.93,3.67
1137,NIRLON.NS,585.4,5.25K,Finance,Real Estate Development,63.0,,,,12.76K,13.79K,589.0,540.0,52.76B,No,,,,,
1138,PAYTM.NS,1187.1,3535.81K,Finance,Finance/Rental/Leasing,63.0,31.0,33.0,52.0,3082.66K,5518.21K,1381.8,818.0,759.96B,No,1084.44,1193.87,1079.94,1200.7,2.86
1139,INTERARCH.NS,2134.9,36.79K,Producer Manufacturing,Building Products,63.0,65.0,40.0,68.0,81.40K,69.51K,2762.6,1580.0,35.81B,No,1896.65,2102.71,1890.58,2087.41,3.93
1140,VITAL.NS,59.98,6.57K,Process Industries,Chemicals: Specialty,63.0,58.0,72.0,68.0,13.18K,6.74K,75.1,35.4,1.44B,No,51.8,55.49,51.91,54.84,4.67
1141,CROWN.NS,147.32,10.20K,Finance,Finance/Rental/Leasing,63.0,76.0,83.0,63.0,28.45K,42.88K,221.8,100.62,1.65B,No,124.99,139.85,124.74,129.87,6.07
1142,CARERATING.NS,1650.3,60.19K,Commercial Services,Financial Publishing/Services,63.0,24.0,41.0,69.0,50.77K,57.50K,1964.0,1205.1,49.59B,No,1584.96,1596.25,1580.57,1586.72,3.1
1143,MMTC.NS,67.79,4880.68K,Distribution Services,Wholesale Distributors,63.0,60.0,50.0,63.0,6646.44K,1996.15K,88.19,50.1,101.69B,No,60.39,63.61,60.64,62.53,3.82
1144,IRISDOREME.NS,37.33,255.51K,Consumer Non-Durables,Apparel/Footwear,63.0,64.0,63.0,79.0,441.22K,289.28K,66.53,26.35,6.37B,No,32.56,32.99,32.58,33.44,4.85
1145,INOXGREEN.NS,190.61,1147.95K,Utilities,Alternative Power Generation,63.0,76.0,54.0,9.0,3233.01K,2783.86K,279.0,128.0,76.53B,No,161.24,187.81,159.69,192.26,4.01
1146,DIVISLAB.NS,6710.5,155.07K,Health Technology,Pharmaceuticals: Major,63.0,57.0,64.0,63.0,320.44K,319.98K,7071.5,5636.5,1781.43B,No,6247.7,6297.9,6227.4,6341.68,1.91
1147,OBEROIRLTY.NS,1703.0,467.35K,Finance,Real Estate Development,63.0,39.0,69.0,57.0,566.11K,377.39K,2005.0,1391.2,619.21B,No,1569.74,1627.1,1577.83,1621.02,2.46
1148,FACT.NS,904.6,220.82K,Process Industries,Chemicals: Agricultural,63.0,43.0,66.0,63.0,1266.28K,195.45K,1112.0,652.1,585.34B,No,824.47,878.31,833.96,843.76,3.16
1149,BALUFORGE.NS,550.05,367.67K,Producer Manufacturing,Trucks/Construction/Farm Machinery,63.0,56.0,85.0,36.0,784.00K,930.45K,784.0,341.05,66.80B,No,471.54,562.33,469.26,526.23,3.62
1150,TULSYAN.BO,40.6,0.20K,Non-Energy Minerals,Steel,63.0,72.0,78.0,50.0,8.41K,1.17K,50.64,17.1,676.67M,No,30.19,34.44,31.26,33.26,5.84
1151,GPAPL.BO,83.27,57.60K,Consumer Non-Durables,Food: Specialty/Candy,63.0,49.0,24.0,60.0,20.83K,22.88K,99.54,61.1,854.52M,No,80.44,,77.78,83.91,4.43
1152,BALRAMCHIN.NS,522.75,304.00K,Process Industries,Agricultural Commodities/Milling,63.0,38.0,74.0,79.0,975.54K,1035.88K,627.8,393.55,105.57B,No,495.05,485.8,495.88,462.06,3.46
1153,ELIXIR.BO,119.85,1.71K,Finance,Investment Banks/Brokers,63.0,85.0,66.0,80.0,1.99K,2.05K,143.8,78.1,695.51M,No,99.7,106.61,99.02,102.95,8.39
1154,VSSL.NS,275.0,29.45K,Non-Energy Minerals,Steel,63.0,71.0,60.0,57.0,131.44K,572.17K,324.0,206.4,26.59B,No,249.06,267.4,247.0,266.05,3.96
1155,SPCAPIT.BO,57.68,0.57K,Finance,Investment Banks/Brokers,63.0,32.0,38.0,45.0,0.98K,1.51K,76.79,41.56,346.78M,No,57.22,55.92,57.69,59.04,5.54
1156,SSMD.BO,69.0,6.00K,Consumer Non-Durables,Food: Major Diversified,63.0,85.0,87.0,,17.89K,8.70K,80.45,30.1,597.96M,No,54.15,,57.54,,3.93
1157,ELECTCAST.NS,92.29,2985.32K,Non-Energy Minerals,Steel,63.0,48.0,82.0,67.0,3711.30K,4962.02K,138.75,60.15,57.05B,No,77.25,84.94,78.69,77.51,4.32
1158,ADOR.NS,1078.0,18.74K,Producer Manufacturing,Miscellaneous Manufacturing,62.0,82.0,47.0,57.0,33.64K,73.11K,1260.0,824.0,18.76B,No,987.36,1023.25,969.99,1031.65,4.73
1159,RKFORGE.NS,610.25,643.20K,Producer Manufacturing,Metal Fabrication,62.0,56.0,56.0,78.0,615.22K,1659.79K,691.5,460.15,110.73B,No,546.94,548.67,544.93,535.21,3.61
1160,BOSCHLTD.NS,38145.0,30.05K,Producer Manufacturing,Auto Parts: Oem,62.0,55.0,46.0,68.0,35.86K,30.29K,41945.0,28610.0,1125.03B,No,34316.2,36982.32,34132.5,35914.5,2.53
1161,SRINACHA.BO,34.8,0.63K,Process Industries,Textiles,62.0,38.0,65.0,74.0,1.20K,0.65K,39.99,25.0,149.64M,No,32.54,32.48,32.61,31.75,9.32
1162,KRBL.NS,373.15,398.46K,Process Industries,Agricultural Commodities/Milling,62.0,70.0,57.0,64.0,567.60K,410.45K,495.0,274.65,85.41B,No,332.13,377.1,329.83,362.03,3.76
1163,QUESTFLOW.BO,261.65,6.60K,Producer Manufacturing,Industrial Machinery,62.0,96.0,93.0,70.0,25.82K,12.36K,467.95,116.2,2.68B,No,174.92,232.21,174.87,193.77,4.38
1164,ROSSELLIND.NS,57.79,67.76K,Electronic Technology,Aerospace & Defense,62.0,76.0,89.0,49.0,48.16K,58.37K,77.5,40.0,2.18B,No,48.83,56.01,50.1,51.63,5.41
1165,UGARSUGAR.NS,43.66,167.17K,Process Industries,Agricultural Commodities/Milling,62.0,46.0,72.0,68.0,275.97K,496.14K,52.5,33.75,4.91B,No,39.35,41.25,40.06,40.23,4.15
1166,KIMS.NS,717.6,364.83K,Health Services,Hospital/Nursing Management,62.0,35.0,70.0,62.0,462.64K,441.55K,798.4,575.8,287.14B,No,673.35,688.61,664.52,665.29,2.63
1167,HINDCOMPOS.NS,462.25,7.30K,Producer Manufacturing,Auto Parts: Oem,62.0,77.0,69.0,62.0,13.16K,17.06K,550.0,347.1,6.83B,No,420.97,445.03,423.01,432.58,5.24
1168,ZFCVINDIA.NS,14571.0,9.11K,Producer Manufacturing,Auto Parts: Oem,62.0,15.0,23.0,80.0,17.02K,10.03K,16665.0,12211.0,276.38B,No,14378.98,14005.61,14256.9,14156.63,2.63
1169,GOODRICKE.BO,188.2,24.91K,Process Industries,Agricultural Commodities/Milling,62.0,70.0,78.0,63.0,7.08K,6.99K,240.0,142.05,4.07B,No,159.58,179.71,160.76,167.45,4.58
1170,TAINWALCHM.NS,206.46,4.31K,Process Industries,Containers/Packaging,62.0,59.0,76.0,68.0,9.98K,4.01K,274.99,155.0,1.93B,No,193.42,199.8,191.84,189.46,4.56
1171,BBTCL.NS,197.95,1.06K,Process Industries,Containers/Packaging,62.0,45.0,51.0,65.0,3.69K,2.68K,229.35,149.0,4.06B,No,181.88,192.54,181.89,189.26,5.24
1172,PRODOCS.BO,184.05,4.00K,Commercial Services,Miscellaneous Commercial Services,62.0,5.0,7.0,,15.11K,2.40K,254.3,141.0,1.30B,No,197.27,,194.99,,1.38
1173,ICIL.NS,306.0,1213.41K,Process Industries,Textiles,62.0,76.0,52.0,72.0,486.12K,408.30K,351.35,216.9,60.60B,No,260.15,271.87,260.35,273.38,4.26
1174,ATGL.NS,633.05,1237.09K,Utilities,Gas Distributors,62.0,52.0,71.0,65.0,5624.30K,4382.35K,798.0,462.8,696.23B,No,563.51,588.85,575.81,574.61,4.06
1175,SUNPHARMA.NS,1847.9,2837.70K,Health Technology,Pharmaceuticals: Major,62.0,34.0,56.0,74.0,3766.76K,8936.21K,1857.8,1548.0,4433.73B,No,1752.84,1703.71,1747.23,1729.07,2.44
1176,FLUOROCHEM.NS,3769.1,78.73K,Process Industries,Chemicals: Specialty,62.0,54.0,69.0,66.0,94.97K,206.15K,4050.0,2916.6,414.04B,No,3342.47,3474.73,3322.81,3432.8,2.94
1177,ADANIENT.NS,2505.9,1499.21K,Distribution Services,Wholesale Distributors,62.0,76.0,66.0,67.0,2173.58K,3141.38K,2695.0,1753.0,3435.45B,No,2126.15,2285.05,2109.23,2210.55,3.06
1178,SOMANYCERA.NS,475.25,27.69K,Producer Manufacturing,Building Products,62.0,70.0,67.0,69.0,64.28K,49.83K,624.0,332.0,19.49B,No,410.23,442.1,415.89,418.91,3.78
1179,CUBEXTUB.NS,102.55,250.49K,Non-Energy Minerals,Other Metals/Minerals,62.0,67.0,7.0,76.0,141.59K,148.04K,143.69,67.11,1.47B,No,93.79,95.66,91.1,98.44,5.2
1180,GUJAPOLLO.NS,431.45,10.36K,Producer Manufacturing,Trucks/Construction/Farm Machinery,62.0,11.0,59.0,58.0,20.97K,25.43K,556.0,323.55,5.60B,No,413.47,437.16,420.81,422.96,4.45
1181,DEEPAKNTR.NS,1875.9,253.99K,Process Industries,Chemicals: Specialty,62.0,90.0,69.0,75.0,193.41K,219.03K,2174.0,1280.0,255.86B,No,1535.9,1676.45,1538.88,1612.97,3.55
1182,MANKIND.NS,2430.8,1078.89K,Health Technology,Pharmaceuticals: Major,62.0,69.0,72.0,67.0,532.87K,460.06K,2716.5,1909.7,1003.50B,No,2149.98,2300.19,2151.21,2192.65,2.65
1183,RAJPALAYAM.NS,848.4,0.95K,Process Industries,Textiles,62.0,,,,1.15K,0.87K,853.95,745.0,,No,,,,,
1184,MOTILALOFS.NS,882.0,1401.33K,Technology Services,Internet Software/Services,62.0,62.0,61.0,39.0,1110.77K,1879.05K,1097.1,614.9,531.47B,No,744.28,861.56,746.97,831.42,3.04
1185,BVCL.NS,46.0,16.32K,Non-Energy Minerals,Construction Materials,62.0,64.0,46.0,60.0,23.55K,34.19K,69.99,31.2,1.02B,No,40.92,44.59,40.87,43.29,6.41
1186,HARSHA.NS,426.1,1068.57K,Producer Manufacturing,Metal Fabrication,62.0,72.0,52.0,73.0,79.76K,305.15K,469.0,313.3,38.79B,No,365.62,387.46,366.31,378.21,4.55
1187,CROMPTON.NS,293.3,8476.65K,Producer Manufacturing,Industrial Machinery,62.0,69.0,81.0,69.0,3624.30K,7298.39K,362.75,217.4,191.70B,No,253.2,276.2,252.07,257.84,3.25
1188,ZOTA.NS,1288.1,25.07K,Health Technology,Pharmaceuticals: Major,62.0,26.0,34.0,34.0,47.69K,39.39K,1740.0,801.9,39.07B,No,1218.71,1375.98,1211.98,1384.31,3.09
1189,KRITINUT.NS,91.39,17.19K,Process Industries,Agricultural Commodities/Milling,62.0,94.0,82.0,70.0,49.45K,24.67K,125.01,51.36,4.58B,No,74.36,83.65,75.27,76.22,6.83
1190,BRPL.BO,119.65,7.83K,Producer Manufacturing,Building Products,62.0,8.0,49.0,75.0,11.26K,9.25K,135.4,97.15,1.58B,No,117.7,115.6,118.84,114.37,4.5
1191,TINNARUBR.NS,836.7,80.32K,Process Industries,Industrial Specialties,62.0,91.0,87.0,36.0,37.80K,39.55K,1068.6,527.45,15.07B,No,680.16,802.42,674.82,757.53,4.83
1192,DATAMATICS.NS,818.4,159.26K,Technology Services,Packaged Software,61.0,61.0,60.0,42.0,281.28K,132.97K,1120.0,541.85,48.37B,No,721.5,824.03,718.28,777.5,3.43
1193,WANBURY.NS,253.05,12.26K,Health Technology,Pharmaceuticals: Major,61.0,53.0,72.0,58.0,64.93K,31.44K,329.7,161.5,8.84B,No,249.94,247.33,247.7,240.6,4.59
1194,HARDCAS.BO,740.5,0.13K,Process Industries,Industrial Specialties,61.0,45.0,66.0,63.0,0.08K,0.07K,854.0,602.25,503.15M,No,697.1,717.45,697.36,702.22,2.48
1195,GOPAL.NS,333.0,242.57K,Consumer Non-Durables,Food: Specialty/Candy,61.0,73.0,58.0,55.0,127.56K,284.98K,398.0,247.55,41.51B,No,280.9,324.2,277.71,306.77,3.59
1196,JMA.NS,89.74,8.65K,Producer Manufacturing,Auto Parts: Oem,61.0,50.0,69.0,61.0,16.43K,8.86K,104.9,70.25,2.05B,No,85.25,85.86,84.37,83.66,4.51
1197,APOORVA.BO,37.72,0.01K,Finance,Financial Conglomerates,61.0,31.0,40.0,75.0,0.25K,0.11K,43.63,27.91,753.45M,No,35.97,34.93,36.31,35.15,6.75
1198,SAPPL.NS,309.45,2.07K,Process Industries,Pulp & Paper,61.0,,,,1.06K,0.94K,330.0,261.0,,No,,,,,
1199,JSFB.NS,455.05,663.78K,Finance,Regional Banks,61.0,52.0,81.0,54.0,653.57K,707.76K,552.5,330.0,47.93B,No,394.78,431.55,394.6,410.75,5.57
1200,MEDPLUS.NS,874.7,49.27K,Retail Trade,Drugstore Chains,61.0,22.0,51.0,80.0,146.82K,67.83K,1045.3,732.0,104.97B,No,851.37,827.26,857.08,822.98,2.71
1201,DRAGARWQ.NS,5104.0,0.53K,Health Services,Medical/Nursing Services,61.0,,,,0.84K,0.99K,5200.0,4600.0,,No,,,,,
1202,ASIANPAINT.NS,2599.9,2327.76K,Process Industries,Industrial Specialties,61.0,55.0,52.0,69.0,1224.68K,692.35K,2985.7,2115.0,2492.38B,No,2344.42,2526.0,2340.23,2551.07,2.41
1203,GANECOS.NS,1063.6,379.36K,Process Industries,Textiles,61.0,20.0,93.0,40.0,963.40K,227.17K,1718.0,653.55,28.46B,No,922.96,1042.26,940.96,908.06,4.04
1204,APLAPOLLO.NS,1948.6,639.47K,Non-Energy Minerals,Steel,61.0,6.0,15.0,75.0,755.22K,993.09K,2301.4,1492.0,541.05B,No,2022.86,1851.76,1997.29,1939.1,2.93
1205,IKS.NS,1696.4,70.47K,Commercial Services,Miscellaneous Commercial Services,61.0,62.0,44.0,69.0,325.26K,822.59K,1876.0,1262.0,284.35B,No,1441.78,1565.27,1451.48,1565.4,3.83
1206,BEML.NS,1950.9,492.22K,Producer Manufacturing,Trucks/Construction/Farm Machinery,61.0,77.0,63.0,43.0,334.81K,389.05K,2437.4,1355.0,162.49B,No,1659.71,1877.92,1655.59,1785.07,3.36
1207,DJML.NS,97.92,38.22K,Commercial Services,Commercial Printing/Forms,61.0,70.0,83.0,71.0,27.18K,32.41K,126.96,52.0,3.23B,No,87.52,87.78,86.98,81.16,4.15
1208,CRESCENTIS.BO,122.5,3.91K,Finance,Investment Banks/Brokers,61.0,25.0,56.0,78.0,4.06K,3.98K,172.03,81.05,2.08B,No,121.1,120.14,120.37,116.83,4.38
1209,HATSUN.NS,988.85,19.43K,Consumer Non-Durables,Food: Meat/Fish/Dairy,61.0,43.0,62.0,44.0,32.44K,21.46K,1179.0,855.3,220.26B,No,938.66,947.5,949.39,961.92,3.11
1210,RAJABAH.BO,4843.0,0.00K,Finance,Real Estate Development,61.0,50.0,65.0,71.0,0.02K,0.01K,5520.0,4135.1,1.21B,No,4575.69,4660.4,4663.88,4516.91,2.23
1211,DENORA.NS,757.85,11.30K,Electronic Technology,Electronic Equipment/Instruments,61.0,30.0,84.0,53.0,9.59K,13.60K,994.5,559.0,4.02B,No,733.15,753.03,749.82,710.22,4.76
1212,ARIGATO.BO,46.0,3.64K,Technology Services,Information Technology Services,61.0,0.0,64.0,88.0,0.69K,0.46K,67.99,32.45,280.43M,No,50.72,47.71,53.97,49.19,5.18
1213,ONMOBILE.NS,57.22,99.52K,Communications,Specialty Telecommunications,61.0,85.0,66.0,20.0,320.26K,303.29K,75.09,40.21,6.08B,No,49.73,56.31,49.65,55.42,5.02
1214,RAPIDIN.BO,99.99,0.01K,Finance,Investment Banks/Brokers,61.0,97.0,72.0,38.0,0.15K,0.18K,141.75,58.83,214.95M,No,76.3,88.08,77.61,89.21,2.0
1215,MODINATUR.NS,374.2,10.06K,Process Industries,Agricultural Commodities/Milling,61.0,54.0,72.0,,6.99K,8.47K,409.95,252.3,4.98B,No,324.54,,330.8,,5.28
1216,COCKERILL.NS,5540.5,4.62K,Non-Energy Minerals,Steel,61.0,,,,2.71K,2.88K,5715.0,5015.25,,No,,,,,
1217,DEEPINDS.NS,456.95,176.78K,Industrial Services,Oilfield Services/Equipment,61.0,17.0,73.0,47.0,586.10K,304.47K,578.0,330.0,29.24B,No,421.79,456.09,432.34,430.13,4.17
1218,PVRINOX.NS,1073.8,144.84K,Consumer Services,Movies/Entertainment,61.0,53.0,60.0,37.0,379.13K,480.63K,1249.7,907.4,105.45B,No,997.42,1053.13,989.68,1034.94,2.69
1219,KAUSHALYA.NS,930.0,0.04K,Industrial Services,Engineering & Construction,61.0,60.0,69.0,49.0,0.29K,0.16K,1841.9,750.0,322.06M,No,847.61,950.56,848.18,891.96,4.22
1220,INTENTECH.NS,108.55,325.98K,Technology Services,Information Technology Services,61.0,44.0,27.0,38.0,64.47K,40.36K,149.9,66.3,2.54B,No,96.34,107.05,95.66,111.03,5.14
1221,ASTAR.NS,663.8,0.06K,Commercial Services,Miscellaneous Commercial Services,61.0,,,,0.12K,0.13K,701.0,555.05,,No,,,,,
1222,CANFINHOME.NS,879.55,169.57K,Finance,Finance/Rental/Leasing,61.0,26.0,23.0,67.0,174.54K,226.26K,971.5,691.55,117.12B,No,854.33,846.78,847.75,877.72,3.18
1223,JAYSREETEA.NS,96.32,32.17K,Process Industries,Agricultural Commodities/Milling,61.0,73.0,76.0,63.0,55.88K,66.39K,122.71,70.55,2.78B,No,84.23,91.95,84.75,86.82,3.68
1224,JUBLINGREA.NS,742.6,212.97K,Process Industries,Chemicals: Major Diversified,60.0,65.0,61.0,73.0,291.40K,210.14K,851.8,537.3,117.12B,No,628.13,679.8,635.28,660.59,3.59
1225,CYIENTDLM.NS,432.9,286.08K,Electronic Technology,Electronic Production Equipment,60.0,96.0,75.0,57.0,1363.42K,470.95K,505.5,265.2,34.36B,No,328.95,403.19,331.85,380.34,4.58
1226,FOCUS.NS,86.27,81.63K,Producer Manufacturing,Electrical Products,60.0,88.0,82.0,66.0,104.60K,82.17K,126.15,57.06,5.79B,No,70.23,80.78,70.91,73.48,4.74
