Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W,ADR_Pct
950,SCDL.BO,88.3,467.20K,Industrial Services,Engineering & Construction,69.0,,,,265.41K,158.88K,95.59,74.0,1.75B,No,,,,,
951,CARYSIL.NS,951.6,59.42K,Consumer Durables,Home Furnishings,69.0,56.0,33.0,58.0,81.12K,95.38K,1071.9,584.0,27.07B,No,858.19,889.9,851.65,889.75,3.72
952,MYMONEY.BO,41.08,0.32K,Finance,Investment Banks/Brokers,69.0,1.0,43.0,34.0,0.74K,0.78K,54.9,22.7,690.16M,No,42.43,43.12,43.44,42.13,12.02
953,BENGALT.BO,166.45,0.20K,Consumer Non-Durables,Food: Major Diversified,69.0,45.0,50.0,81.0,0.45K,0.46K,169.0,126.5,1.50B,No,151.58,143.38,149.02,146.09,4.44
954,NOVARTIND.NS,1112.5,26.84K,Health Technology,Pharmaceuticals: Major,69.0,,,,11.84K,13.09K,1125.0,950.0,27.47B,No,,,,,
955,BEL.NS,439.7,11160.50K,Electronic Technology,Aerospace & Defense,69.0,17.0,35.0,70.0,16005.22K,12691.40K,473.45,305.0,3214.11B,No,438.76,413.9,438.1,424.72,1.91
956,SANGHVIMOV.NS,338.65,257.21K,Finance,Finance/Rental/Leasing,69.0,63.0,63.0,32.0,305.59K,227.49K,411.9,223.8,29.32B,No,277.99,318.43,281.84,311.72,4.23
957,XPROINDIA.NS,1153.4,20.33K,Process Industries,Industrial Specialties,69.0,46.0,72.0,71.0,46.79K,51.67K,1331.5,788.05,27.07B,No,986.86,1046.02,1018.31,1002.62,4.39
958,CAMS.NS,836.3,1801.08K,Technology Services,Information Technology Services,69.0,67.0,67.0,73.0,1713.15K,3366.81K,875.0,611.4,207.39B,No,701.03,746.3,703.41,731.1,2.93
959,MUNJALAU.NS,85.35,86.52K,Producer Manufacturing,Auto Parts: Oem,69.0,65.0,74.0,48.0,149.91K,130.13K,114.55,66.97,8.54B,No,78.06,82.5,77.59,80.44,3.08
960,PREMCO.NS,469.6,3.75K,Process Industries,Textiles,69.0,,,,0.88K,1.09K,484.9,400.0,,No,,,,,
961,RESONANCE.BO,108.73,37.44K,Process Industries,Chemicals: Specialty,69.0,81.0,40.0,78.0,6.22K,6.68K,124.5,77.0,1.26B,No,94.64,99.51,94.43,97.3,4.31
962,MUNJALSHOW.NS,139.8,65.90K,Producer Manufacturing,Auto Parts: Oem,69.0,62.0,73.0,73.0,45.61K,59.91K,157.5,105.02,5.59B,No,125.74,129.96,125.02,125.05,2.94
963,OMAXE.NS,89.03,662.24K,Finance,Real Estate Development,69.0,78.0,73.0,77.0,181.12K,154.97K,113.4,62.5,16.35B,No,76.94,80.46,77.29,76.46,4.81
964,JKPAPER.NS,379.0,503.48K,Process Industries,Pulp & Paper,69.0,54.0,70.0,56.0,306.94K,240.09K,444.8,299.0,68.72B,No,348.79,364.4,350.05,357.5,3.73
965,ONGC.NS,279.2,9288.47K,Energy Minerals,Oil Refining/Marketing,69.0,10.0,56.0,75.0,22618.19K,19922.93K,307.5,228.45,3512.41B,No,280.52,253.71,281.17,261.27,2.17
966,GEE.BO,84.75,178.99K,Producer Manufacturing,Industrial Machinery,69.0,89.0,69.0,62.0,14.69K,19.50K,97.9,53.61,4.41B,No,67.12,77.29,67.0,74.51,6.43
967,MFSL.NS,1699.7,634.43K,Finance,Life/Health Insurance,68.0,33.0,39.0,75.0,851.33K,526.88K,1892.5,1248.6,586.59B,No,1653.26,1635.26,1620.09,1654.89,2.34
968,JOJO.BO,254.95,19.62K,Commercial Services,Miscellaneous Commercial Services,68.0,67.0,22.0,90.0,11.64K,14.75K,295.0,138.5,6.50B,No,226.5,216.16,221.74,227.26,8.09
969,TRAVELFOOD.NS,1248.0,16.72K,Consumer Services,Restaurants,68.0,7.0,66.0,55.0,73.07K,32.71K,1445.0,1008.5,164.34B,No,1232.61,1230.84,1234.76,1231.89,2.9
970,VIYASH.NS,219.6,859.41K,Health Technology,Pharmaceuticals: Major,68.0,52.0,53.0,,828.71K,1011.79K,240.0,178.13,95.85B,No,203.13,,201.53,,3.36
971,M&MFIN.NS,339.1,3834.17K,Finance,Finance/Rental/Leasing,68.0,56.0,20.0,73.0,2888.55K,7192.63K,412.2,236.24,471.19B,No,321.24,318.44,313.48,340.18,3.4
972,MUKANDLTD.NS,139.29,158.88K,Non-Energy Minerals,Steel,68.0,29.0,61.0,62.0,176.76K,225.87K,162.0,95.6,20.13B,No,130.06,132.65,129.27,130.9,3.97
973,INDUSINDBK.NS,950.75,1604.24K,Finance,Major Banks,68.0,54.0,43.0,83.0,3723.05K,3807.66K,968.85,710.6,740.74B,No,865.29,835.02,852.17,860.78,2.34
974,CPL.BO,80.46,133.40K,Producer Manufacturing,Miscellaneous Manufacturing,68.0,44.0,78.0,73.0,75.99K,169.35K,87.75,52.67,4.84B,No,71.74,73.06,72.08,74.66,5.06
975,BLACKBUCK.NS,579.1,632.40K,Technology Services,Packaged Software,68.0,20.0,48.0,36.0,727.97K,878.66K,748.0,398.0,105.34B,No,583.88,605.26,585.01,621.8,4.2
976,NEPHROPLUS.NS,544.95,94.03K,Health Services,Medical/Nursing Services,68.0,19.0,47.0,,132.99K,92.09K,616.0,446.0,54.68B,No,549.47,,544.17,,3.67
977,SIGMA.NS,46.41,45.74K,Technology Services,Packaged Software,68.0,59.0,24.0,31.0,108.24K,65.21K,65.5,28.01,4.77B,No,41.88,47.31,42.43,48.88,5.5
978,PONNIERODE.NS,319.6,22.98K,Process Industries,Agricultural Commodities/Milling,68.0,54.0,77.0,73.0,22.58K,24.11K,368.45,252.4,2.75B,No,282.92,283.83,287.45,279.98,3.2
979,GANESHBE.NS,95.34,417.63K,Process Industries,Chemicals: Specialty,68.0,58.0,86.0,76.0,247.95K,363.41K,133.8,68.4,6.86B,No,86.8,86.29,87.68,83.42,5.06
980,SCILAL.NS,52.94,5392.87K,Miscellaneous,Miscellaneous,68.0,84.0,75.0,68.0,1098.58K,2673.97K,60.34,34.3,24.66B,No,43.63,47.5,43.72,46.14,4.37
981,SGIL.NS,582.05,17.12K,Non-Energy Minerals,Steel,68.0,72.0,58.0,75.0,34.39K,10.61K,633.25,420.0,9.04B,No,513.79,529.67,516.36,523.56,2.8
982,APOLLOHOSP.NS,8097.0,922.70K,Health Services,Hospital/Nursing Management,68.0,40.0,67.0,69.0,435.64K,354.43K,8115.0,6677.5,1164.22B,No,7615.85,7485.62,7618.2,7445.57,1.81
983,PGCRL.BO,138.35,16.80K,Consumer Services,Hotels/Resorts/Cruise Lines,68.0,41.0,84.0,42.0,24.40K,21.96K,183.65,88.45,370.38M,No,125.25,129.25,128.82,133.37,7.09
984,SBIN.NS,1019.3,48038.37K,Finance,Regional Banks,68.0,7.0,25.0,73.0,17527.71K,12820.60K,1234.7,755.5,9408.77B,No,1088.71,972.47,1062.17,1031.34,2.29
985,ATUL.NS,7088.5,33.17K,Process Industries,Chemicals: Agricultural,68.0,45.0,65.0,83.0,34.40K,69.59K,7788.0,5560.5,208.70B,No,6498.86,6265.06,6529.65,6226.18,2.63
986,GOCLCORP.NS,329.6,21.90K,Process Industries,Industrial Specialties,68.0,78.0,83.0,52.0,366.55K,85.42K,417.5,223.35,16.34B,No,279.56,314.63,284.21,292.96,4.35
987,HEG.NS,597.7,1497.53K,Electronic Technology,Electronic Components,68.0,28.0,59.0,68.0,3209.72K,1950.71K,690.0,416.05,115.34B,No,569.44,541.86,569.29,553.02,4.32
988,MICEL.NS,55.07,14821.38K,Health Technology,Medical Specialties,68.0,94.0,80.0,68.0,1481.87K,3096.00K,82.97,29.97,13.27B,No,38.11,46.71,38.7,42.54,5.01
989,ALTIUSINVIT.BO,169.0,50.00K,Miscellaneous,Investment Trusts,68.0,32.0,54.0,78.0,553.88K,140.00K,169.0,140.0,515.01B,No,158.73,153.15,159.28,155.86,0.16
990,SHRINGARMS.NS,225.5,2026.51K,Consumer Durables,Other Consumer Specialties,68.0,80.0,48.0,65.0,1345.76K,1273.66K,266.5,166.0,21.75B,No,203.26,,197.43,215.07,3.52
991,VIPULORG.BO,203.3,2.30K,Process Industries,Industrial Specialties,68.0,48.0,26.0,77.0,5.90K,3.98K,249.0,116.0,3.87B,No,190.53,203.5,187.12,201.36,5.62
992,CANDOUR.BO,132.2,14.97K,Process Industries,Textiles,68.0,2.0,17.0,35.0,63.49K,42.51K,165.0,67.99,3.23B,No,144.67,128.36,142.69,146.08,4.61
993,KRISHIVAL.NS,367.85,3.35K,Process Industries,Agricultural Commodities/Milling,68.0,58.0,69.0,14.0,12.63K,9.28K,508.0,236.1,9.43B,No,325.29,394.36,327.68,377.39,2.25
994,HEALTHX.NS,300.55,24.64K,Retail Trade,Internet Retail,68.0,,,,14.37K,14.63K,306.0,267.55,9.56B,No,,,,,
995,LGBBROSLTD.NS,1683.8,34.54K,Producer Manufacturing,Electrical Products,68.0,9.0,15.0,70.0,48.70K,47.56K,2048.0,1190.0,53.71B,No,1774.2,1636.35,1748.19,1763.86,3.33
996,ATULAUTO.NS,498.75,336.92K,Consumer Durables,Motor Vehicles,68.0,57.0,70.0,70.0,748.70K,1293.41K,554.0,380.05,13.84B,No,451.71,459.39,446.7,451.81,3.64
997,PNGSREVA.NS,456.25,252.62K,Consumer Durables,Other Consumer Specialties,68.0,74.0,,,428.73K,477.55K,476.75,324.25,14.46B,No,,,387.68,,5.85
998,PSPPROJECT.NS,833.15,105.95K,Industrial Services,Engineering & Construction,67.0,86.0,67.0,43.0,84.79K,154.27K,1029.9,569.2,33.03B,No,706.81,784.1,700.12,791.35,4.14
999,CAPRO.BO,54.99,0.01K,Commercial Services,Miscellaneous Commercial Services,67.0,84.0,26.0,80.0,0.50K,0.24K,81.0,37.53,252.95M,No,57.29,48.98,51.97,56.78,3.05
1000,INNOVACAP.NS,875.75,155.82K,Health Technology,Pharmaceuticals: Major,67.0,84.0,81.0,71.0,64.39K,185.10K,1020.7,622.0,50.11B,No,714.28,772.2,722.94,723.33,4.16
1001,SYSCHEM.BO,52.61,32.89K,Health Technology,Pharmaceuticals: Major,67.0,45.0,50.0,59.0,29.07K,24.78K,62.0,36.11,2.58B,No,48.42,51.03,48.19,50.44,4.79
1002,VHLTD.NS,138.43,2.08K,Consumer Services,Hotels/Resorts/Cruise Lines,67.0,13.0,37.0,72.0,13.83K,10.11K,155.36,93.05,9.37B,No,141.13,129.11,140.61,136.21,3.6
1003,SUBSM.BO,75.0,0.02K,Process Industries,Textiles,67.0,98.0,49.0,77.0,0.12K,0.01K,78.75,36.56,318.04M,No,50.41,63.38,50.67,58.93,2.16
1004,CRSTCHM.BO,123.9,0.59K,Health Technology,Pharmaceuticals: Other,67.0,95.0,95.0,65.0,2.82K,9.08K,212.95,73.01,371.70M,No,94.72,116.32,95.46,105.58,8.24
1005,CGCL.NS,197.97,1781.51K,Finance,Finance/Rental/Leasing,67.0,43.0,70.0,59.0,1779.62K,3239.21K,214.0,150.51,190.48B,No,175.39,183.27,176.65,181.57,3.27
1006,TIINDIA.NS,3049.8,376.89K,Non-Energy Minerals,Steel,67.0,48.0,77.0,64.0,470.41K,279.16K,3419.9,2164.9,590.30B,No,2730.41,2818.15,2735.34,2701.69,3.31
1007,UNIABEXAL.BO,3338.35,1.36K,Producer Manufacturing,Metal Fabrication,67.0,63.0,68.0,69.0,0.68K,0.26K,3995.0,2550.05,6.59B,No,3029.76,3166.14,3020.85,3130.01,3.22
1008,SPANDANA.NS,286.26,1334.39K,Finance,Finance/Rental/Leasing,67.0,89.0,68.0,80.0,375.03K,1245.38K,305.9,181.1,25.37B,No,226.33,249.49,223.22,244.88,4.81
1009,SAVERA.BO,163.0,0.77K,Consumer Services,Hotels/Resorts/Cruise Lines,67.0,13.0,60.0,69.0,6.75K,1.39K,189.0,125.0,1.94B,No,161.52,153.64,163.22,153.99,5.51
1010,IPCALAB.NS,1552.6,247.60K,Health Technology,Pharmaceuticals: Major,67.0,33.0,55.0,85.0,218.38K,188.70K,1624.0,1251.6,393.90B,No,1516.44,1432.03,1523.86,1461.76,2.62
1011,FMGOETZE.NS,475.25,47.00K,Producer Manufacturing,Industrial Machinery,67.0,42.0,64.0,67.0,75.70K,62.55K,622.0,320.0,26.44B,No,420.56,478.97,420.42,446.9,3.7
1012,UNIMECH.NS,1043.9,52.59K,Producer Manufacturing,Industrial Machinery,67.0,93.0,78.0,69.0,119.53K,142.51K,1397.0,695.0,53.09B,No,882.51,970.56,884.25,921.56,5.23
1013,POONAWALLA.NS,462.3,3051.31K,Finance,Finance/Rental/Leasing,67.0,46.0,64.0,60.0,2285.97K,3349.99K,570.4,361.2,404.74B,No,418.6,452.24,411.33,445.84,3.25
1014,DMART.NS,4402.1,266.65K,Retail Trade,Specialty Stores,67.0,15.0,70.0,72.0,593.46K,484.73K,4949.5,3529.0,2870.71B,No,4175.24,4144.85,4220.71,4018.11,2.41
1015,GOELCONS.BO,330.0,4.80K,Industrial Services,Engineering & Construction,67.0,57.0,74.0,70.0,25.16K,9.60K,382.0,249.25,4.77B,No,301.55,,303.71,306.42,3.26
1016,ARIES.NS,369.25,22.20K,Process Industries,Chemicals: Agricultural,67.0,18.0,72.0,52.0,37.43K,20.13K,459.9,271.05,4.80B,No,354.98,361.43,356.55,345.84,3.9
1017,LTFOODS.NS,429.9,202.72K,Process Industries,Agricultural Commodities/Milling,67.0,47.0,74.0,69.0,2690.01K,376.15K,518.55,333.15,149.28B,No,402.37,415.63,402.84,400.06,2.34
1018,MAHSEAMLES.NS,650.25,118.77K,Non-Energy Minerals,Steel,67.0,31.0,79.0,78.0,190.26K,113.50K,773.8,500.7,87.13B,No,595.2,592.33,602.04,567.89,2.44
1019,NEXOME.BO,104.82,0.94K,Finance,Investment Banks/Brokers,67.0,83.0,78.0,37.0,6.54K,2.00K,167.95,68.6,1.13B,No,90.57,108.08,90.9,97.94,7.28
1020,NAHARINDUS.NS,119.46,38.00K,Process Industries,Textiles,67.0,77.0,67.0,70.0,22.68K,38.27K,150.0,83.05,5.16B,No,100.36,109.05,101.02,105.37,4.07
1021,SUTLEJTEX.NS,38.55,56.18K,Process Industries,Textiles,67.0,87.0,77.0,76.0,77.81K,107.06K,51.7,24.0,6.40B,No,32.54,34.21,32.48,32.28,5.34
1022,HUDCO.NS,231.98,8454.32K,Finance,Finance/Rental/Leasing,67.0,83.0,76.0,60.0,5113.39K,8281.05K,253.73,159.0,464.40B,No,189.41,211.38,190.26,206.99,3.14
1023,PREMIERENE.NS,1011.6,795.15K,Electronic Technology,Semiconductors,67.0,27.0,82.0,55.0,2311.55K,1698.14K,1163.9,660.0,456.53B,No,900.04,935.18,922.85,893.11,2.8
1024,KSL.NS,862.5,80.17K,Non-Energy Minerals,Steel,67.0,86.0,77.0,60.0,54.07K,75.51K,988.8,574.0,37.65B,No,725.47,777.44,719.35,745.39,3.88
1025,FOSECOIND.NS,5051.6,4.17K,Process Industries,Chemicals: Major Diversified,67.0,47.0,70.0,42.0,4.76K,3.06K,6846.0,3602.0,38.26B,No,4849.54,5171.95,4838.95,5008.09,2.86
1026,NSLNISP.NS,43.66,4292.34K,Non-Energy Minerals,Steel,67.0,37.0,49.0,57.0,5135.80K,5759.74K,49.65,32.93,127.95B,No,39.38,41.32,39.38,41.04,2.75
1027,NIRAJISPAT.NS,250.74,0.45K,Producer Manufacturing,Miscellaneous Manufacturing,67.0,91.0,94.0,64.0,0.55K,0.23K,612.5,155.0,150.44M,No,231.58,284.88,219.49,231.17,3.74
1028,COCHINSHIP.NS,1776.7,2676.76K,Producer Manufacturing,Trucks/Construction/Farm Machinery,67.0,85.0,72.0,63.0,1852.31K,3862.12K,2545.0,1187.0,467.42B,No,1490.74,1636.27,1498.91,1583.27,3.43
1029,OLECTRA.NS,1340.7,3318.61K,Consumer Durables,Motor Vehicles,67.0,78.0,81.0,42.0,1070.37K,700.65K,1714.2,866.6,110.05B,No,1089.72,1281.58,1113.01,1183.43,3.8
1030,SHILINDORE.BO,944.0,0.00K,Consumer Services,Hotels/Resorts/Cruise Lines,67.0,55.0,62.0,21.0,0.75K,1.76K,1438.5,702.05,2.88B,No,828.55,987.39,863.3,847.87,2.5
1031,JMFINANCIL.NS,145.25,3006.66K,Finance,Investment Banks/Brokers,66.0,51.0,67.0,38.0,3429.36K,3036.09K,199.8,97.12,138.93B,No,129.39,150.14,129.77,139.27,3.08
1032,TNPL.NS,156.37,92.26K,Process Industries,Pulp & Paper,66.0,67.0,70.0,64.0,153.69K,353.43K,190.77,121.51,10.82B,No,138.48,147.52,138.31,141.66,3.83
1033,SMARTLINK.NS,149.83,7.20K,Electronic Technology,Telecommunications Equipment,66.0,81.0,72.0,79.0,6.85K,11.43K,173.49,103.5,1.49B,No,124.92,134.76,126.62,129.17,5.22
1034,STHINPA.BO,95.54,2.28K,Process Industries,Pulp & Paper,66.0,27.0,46.0,78.0,4.45K,1.61K,99.0,65.1,1.79B,No,91.46,85.6,91.66,88.92,2.64
1035,RAJRATAN.NS,446.2,64.19K,Producer Manufacturing,Metal Fabrication,66.0,72.0,62.0,69.0,98.64K,104.64K,540.0,305.55,22.65B,No,402.99,405.72,399.38,429.15,4.16
1036,WALCHPF.BO,140.3,2.03K,Commercial Services,Miscellaneous Commercial Services,66.0,94.0,75.0,73.0,1.24K,2.31K,180.0,79.05,407.42M,No,110.0,130.64,109.17,122.23,7.54
1037,CUB.NS,260.35,5432.10K,Finance,Regional Banks,66.0,18.0,10.0,76.0,2908.83K,3835.76K,324.1,173.5,193.46B,No,259.14,249.17,253.47,264.77,3.41
1038,ARMANFIN.NS,1753.6,44.33K,Finance,Finance/Rental/Leasing,66.0,53.0,61.0,74.0,51.95K,72.21K,1860.0,1270.0,18.44B,No,1517.28,1547.75,1505.85,1564.1,4.59
1039,DHABRIYA.BO,376.2,3.43K,Producer Manufacturing,Miscellaneous Manufacturing,66.0,72.0,79.0,51.0,11.29K,11.38K,490.0,280.0,4.07B,No,344.96,370.35,341.75,356.9,5.26
1040,ADTECH.BO,69.95,3.71K,Electronic Technology,Semiconductors,66.0,91.0,80.0,42.0,3.87K,7.19K,99.95,47.0,833.37M,No,56.68,67.71,57.58,64.49,7.57
1041,GMRAIRPORT.NS,101.32,19604.06K,Transportation,Other Transportation,66.0,28.0,51.0,74.0,14812.68K,14895.32K,110.36,79.92,1069.84B,No,94.85,95.06,93.72,97.09,2.46
1042,IKOMA.BO,50.06,102.47K,Producer Manufacturing,Building Products,66.0,98.0,97.0,7.0,85.60K,70.05K,117.0,13.81,1.16B,No,29.24,49.79,32.25,38.83,4.22
1043,SHRISTI.BO,35.05,1.62K,Consumer Durables,Homebuilding,66.0,81.0,76.0,72.0,0.85K,2.17K,48.6,23.2,778.11M,No,28.62,32.18,28.87,30.3,9.87
1044,AARVI.NS,128.1,12.80K,Commercial Services,Personnel Services,66.0,16.0,35.0,72.0,19.35K,14.05K,152.0,96.99,1.90B,No,127.76,123.59,128.5,127.34,4.06
1045,HDFCAMC.NS,2854.0,1044.82K,Finance,Investment Managers,66.0,50.0,52.0,72.0,1144.48K,886.43K,2967.25,2087.5,1222.85B,No,2579.44,2695.16,2564.65,2633.31,2.62
1046,GENUSPOWER.NS,326.85,651.99K,Electronic Technology,Electronic Equipment/Instruments,66.0,83.0,81.0,51.0,626.10K,1147.66K,430.0,206.36,92.26B,No,269.42,304.62,269.6,287.64,4.22
1047,WATERBASE.BO,50.5,26.12K,Process Industries,Agricultural Commodities/Milling,66.0,69.0,78.0,62.0,77.61K,21.84K,67.7,38.0,2.09B,No,47.18,48.31,45.99,48.11,5.16
1048,JJFINCOR.BO,42.55,0.01K,Finance,Finance/Rental/Leasing,66.0,0.0,30.0,78.0,2.24K,6.52K,78.7,30.15,119.99M,No,55.39,42.54,52.92,46.58,0.21
1049,AASTAFIN.BO,39.38,7.63K,Finance,Finance/Rental/Leasing,66.0,81.0,75.0,42.0,15.28K,5.60K,55.0,27.8,611.86M,No,35.05,40.9,36.0,39.39,9.37
1050,CWD.BO,304.65,46.50K,Technology Services,Packaged Software,66.0,64.0,34.0,55.0,19.86K,13.30K,425.0,161.6,6.77B,No,292.97,318.78,294.44,328.94,4.07
1051,ADMACH.BO,227.05,19.80K,Producer Manufacturing,Industrial Machinery,66.0,75.0,46.0,,11.52K,11.34K,245.0,179.0,1.54B,No,204.18,,203.92,,3.92
1052,TANAA.BO,344.3,42.55K,Electronic Technology,Aerospace & Defense,66.0,91.0,81.0,58.0,23.35K,32.57K,504.0,190.0,8.78B,No,264.72,327.66,269.85,292.87,5.01
1053,BLACKROSE.NS,91.13,12.45K,Distribution Services,Wholesale Distributors,66.0,,,,7.25K,7.82K,92.2,80.05,,No,,,,,
1054,SETL.NS,139.75,118.30K,Health Technology,Medical Specialties,66.0,43.0,78.0,,283.64K,148.51K,145.0,104.56,27.88B,No,127.2,,127.78,,3.08
1055,HEROMOTOCO.NS,5322.0,558.64K,Consumer Durables,Motor Vehicles,66.0,15.0,17.0,57.0,590.24K,919.21K,6388.5,3735.0,1064.89B,No,5290.46,5409.81,5222.8,5547.77,2.73
1056,MAFATIND.NS,142.91,29.54K,Process Industries,Textiles,66.0,,,,35.23K,39.38K,146.35,130.0,,No,,,,,
1057,AJCJEWEL.BO,99.75,4.80K,Consumer Durables,Other Consumer Specialties,66.0,75.0,65.0,77.0,9.65K,4.92K,141.75,71.15,605.32M,No,106.82,,99.11,98.96,2.23
1058,NAHARPOLY.NS,267.7,9.05K,Process Industries,Textiles,66.0,62.0,73.0,49.0,14.74K,11.65K,389.95,200.0,6.58B,No,243.82,269.0,246.23,253.16,4.78
1059,SAATVIKGL.NS,471.15,93.47K,Producer Manufacturing,Industrial Machinery,66.0,58.0,76.0,48.0,199.33K,200.63K,567.0,328.0,59.89B,No,410.31,,417.35,419.88,4.77
1060,DIGJAMLMTD.NS,48.1,22.24K,Process Industries,Textiles,66.0,55.0,27.0,35.0,13.86K,41.05K,59.75,32.83,962.00M,No,43.88,48.46,43.44,46.41,7.34
1061,MRPL.NS,167.94,66138.42K,Energy Minerals,Oil Refining/Marketing,66.0,4.0,20.0,63.0,14773.54K,10345.87K,212.31,120.0,294.33B,No,182.38,157.73,181.47,168.95,4.19
1062,AZTEC.BO,103.0,7.00K,Producer Manufacturing,Industrial Machinery,66.0,67.0,24.0,81.0,6.80K,3.70K,128.0,78.1,1.40B,No,97.17,96.71,94.67,103.73,2.98
1063,KIFS.BO,138.35,5.67K,Finance,Finance/Rental/Leasing,66.0,83.0,69.0,56.0,0.52K,0.17K,194.35,98.1,1.50B,No,116.17,137.62,118.6,125.22,4.8
1064,RSWM.NS,166.83,80.57K,Process Industries,Textiles,65.0,72.0,59.0,75.0,54.39K,98.46K,191.49,120.0,7.86B,No,147.63,150.99,147.16,149.04,4.06
1065,ARTEMISMED.NS,265.67,202.43K,Health Services,Hospital/Nursing Management,65.0,66.0,60.0,71.0,167.27K,199.45K,297.5,203.35,,No,232.76,245.21,233.17,248.35,3.32
1066,PIXTRANS.NS,1526.2,11.27K,Producer Manufacturing,Miscellaneous Manufacturing,65.0,27.0,71.0,68.0,18.70K,15.00K,1773.9,1220.1,20.79B,No,1473.11,1443.04,1475.05,1441.72,3.04
1067,OCEANIC.BO,63.2,1.87K,Consumer Non-Durables,Food: Specialty/Candy,65.0,39.0,22.0,68.0,2.47K,3.39K,83.9,39.0,711.00M,No,59.75,64.69,59.88,63.93,5.38
1068,TYCHE.BO,134.8,30.49K,Health Technology,Pharmaceuticals: Major,65.0,69.0,82.0,65.0,7.29K,1.80K,154.2,99.0,1.38B,No,115.46,124.73,117.65,118.63,6.53
1069,EUROPRATIK.NS,277.6,188.62K,Producer Manufacturing,Office Equipment/Supplies,65.0,77.0,71.0,39.0,262.98K,188.19K,390.0,205.1,28.37B,No,244.71,,245.19,276.32,3.67
1070,AAATECH.NS,99.34,14.10K,Technology Services,Information Technology Services,65.0,20.0,30.0,72.0,33.33K,32.66K,136.0,76.11,1.27B,No,97.09,93.72,95.94,97.26,3.33
1071,ELANTAS.NS,10024.5,0.51K,Process Industries,Industrial Specialties,65.0,,,,0.75K,0.77K,10150.0,8985.0,,No,,,,,
1072,TRUALT.NS,484.8,351.24K,Process Industries,Chemicals: Specialty,65.0,61.0,81.0,75.0,270.71K,546.96K,549.0,310.2,41.57B,No,422.24,,429.73,420.28,3.95
1073,SKIPPER.NS,466.2,1147.86K,Producer Manufacturing,Metal Fabrication,65.0,86.0,85.0,42.0,578.71K,960.39K,588.0,327.05,52.64B,No,392.13,452.68,395.82,421.99,4.84
1074,PRADPME.NS,403.4,47.88K,Producer Manufacturing,Metal Fabrication,65.0,,,,8.29K,10.02K,411.0,357.05,,No,,,,,
1075,WINDMACHIN.NS,320.1,119.46K,Producer Manufacturing,Industrial Machinery,65.0,85.0,73.0,76.0,92.47K,153.16K,409.0,200.65,29.23B,No,256.67,282.5,260.4,267.56,4.59
1076,TFSL.BO,46.66,0.00K,Finance,Finance/Rental/Leasing,65.0,4.0,42.0,,0.51K,0.02K,53.96,30.4,140.01M,No,44.76,,47.64,,3.92
1077,MGIL.BO,48.0,2.71K,Finance,Investment Banks/Brokers,65.0,94.0,36.0,10.0,4.68K,15.44K,88.02,26.51,240.01M,No,39.9,50.78,39.67,48.36,11.36
1078,SARUPINDUS.BO,122.25,0.50K,Consumer Non-Durables,Apparel/Footwear,65.0,0.0,4.0,90.0,0.11K,0.19K,208.0,82.12,397.61M,No,159.01,130.22,155.62,154.46,2.47
1079,ASTRAL.NS,1569.8,488.59K,Producer Manufacturing,Miscellaneous Manufacturing,65.0,20.0,46.0,72.0,808.34K,744.09K,1768.7,1250.0,421.73B,No,1606.12,1486.82,1600.31,1519.37,2.79
1080,NILE.NS,1853.5,10.29K,Non-Energy Minerals,Other Metals/Minerals,65.0,,,,2.37K,2.74K,1904.9,1605.05,,No,,,,,
1081,PORWAL.BO,55.57,13.03K,Producer Manufacturing,Auto Parts: Oem,65.0,57.0,29.0,70.0,18.80K,22.03K,70.88,37.0,839.11M,No,51.22,55.64,50.57,55.06,5.02
1082,KAMAHOLD.NS,2711.2,3.02K,Process Industries,Industrial Specialties,65.0,,,,8.26K,9.61K,2731.0,2461.0,,No,,,,,
1083,VIRAT.BO,532.4,2.68K,Consumer Non-Durables,Apparel/Footwear,65.0,93.0,73.0,27.0,2.87K,1.04K,883.2,293.15,7.73B,No,421.55,544.88,428.69,488.58,5.17
1084,SUNSHIEL.BO,897.95,3.19K,Process Industries,Chemicals: Major Diversified,65.0,69.0,53.0,51.0,2.80K,1.75K,1213.95,715.0,7.90B,No,813.86,901.51,818.68,887.86,5.52
1085,HNDFDS.NS,545.1,40.58K,Consumer Non-Durables,Food: Specialty/Candy,65.0,47.0,74.0,70.0,56.47K,77.33K,584.9,442.0,65.13B,No,494.04,517.5,497.09,506.64,3.12
1086,BLOIN.BO,38.48,1.49K,Non-Energy Minerals,Steel,65.0,83.0,58.0,54.0,0.42K,0.50K,47.9,27.6,255.51M,No,33.11,37.4,33.06,35.47,3.71
1087,LACTOSE.BO,114.0,3.32K,Health Technology,Pharmaceuticals: Major,65.0,92.0,72.0,58.0,8.16K,10.33K,136.7,76.01,1.44B,No,96.78,107.42,95.8,104.66,6.92
1088,ELECON.NS,557.65,809.82K,Producer Manufacturing,Electrical Products,65.0,89.0,80.0,64.0,825.89K,1183.15K,716.25,352.0,125.14B,No,432.4,497.83,435.04,461.55,5.08
