Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W,%Dist_52H
465,KTKBANK.NS,278.4,1024.59K,Finance,Regional Banks,85.0,83.0,77.0,85.0,10.3357,10.0857,3389.94K,2419.51K,282.95,169.12,105.38B,No,258.23,209.73,261.34,225.43,-1.61
467,EPACKPEB.NS,248.33,1118.82K,Industrial Services,Engineering & Construction,85.0,94.0,92.0,17.0,14.2607,13.3329,1703.61K,6689.86K,344.0,132.17,24.99B,No,196.96,,205.09,213.7,-27.81
469,AETHER.NS,1177.3,287.05K,Process Industries,Chemicals: Major Diversified,84.0,71.0,66.0,87.0,45.4357,44.7,401.59K,315.75K,1275.1,726.45,156.24B,No,1146.62,948.25,1139.6,1036.14,-7.67
471,PRADPME.NS,502.75,10.13K,Producer Manufacturing,Metal Fabrication,84.0,92.0,,,24.6071,23.6393,24.65K,44.22K,511.0,357.05,,No,,,,,-1.61
474,EQUITASBNK.NS,79.11,3339.45K,Finance,Regional Banks,84.0,86.0,84.0,83.0,2.7171,2.565,4611.32K,7500.22K,80.14,50.0,90.47B,No,68.7,62.67,70.33,65.27,-1.29
475,GOCLCORP.NS,401.95,13.67K,Process Industries,Industrial Specialties,84.0,94.0,93.0,87.0,17.925,16.7714,400.12K,154.64K,441.0,223.35,19.93B,No,338.44,313.39,350.96,298.68,-8.85
476,ASHAPURMIN.NS,710.8,210.49K,Non-Energy Minerals,Other Metals/Minerals,84.0,72.0,83.0,60.0,40.3857,37.55,928.80K,686.80K,924.9,377.0,67.90B,No,645.17,652.78,669.84,655.22,-23.15
477,KANORICHEM.NS,99.1,4.21K,Process Industries,Chemicals: Specialty,84.0,42.0,92.0,85.0,4.9236,4.9036,30.31K,12.82K,107.0,56.0,4.33B,No,89.02,78.37,91.24,77.83,-7.38
478,MARINE.NS,255.5,963.36K,Distribution Services,Wholesale Distributors,84.0,88.0,85.0,80.0,15.7493,15.0957,725.53K,626.99K,282.48,150.86,33.91B,No,228.89,209.55,237.78,207.21,-9.55
481,RBLBANK.NS,368.3,2130.50K,Finance,Major Banks,84.0,78.0,69.0,81.0,10.6929,10.4714,5562.59K,5470.87K,375.15,215.35,228.16B,No,335.35,309.69,342.04,318.92,-1.83
483,ABSLAMC.NS,1129.9,192.40K,Technology Services,Internet Software/Services,84.0,70.0,64.0,91.0,41.15,40.6357,451.95K,518.84K,1167.6,708.0,326.45B,No,1041.9,878.03,1061.19,915.95,-3.23
484,ADANIENT.NS,2950.0,1076.89K,Distribution Services,Wholesale Distributors,84.0,76.0,90.0,86.0,74.7499,72.9714,2763.10K,2042.28K,3059.8,1753.0,4047.36B,No,2580.68,2341.31,2671.03,2294.68,-3.59
485,PANACHE.NS,368.0,4.94K,Electronic Technology,Computer Peripherals,84.0,34.0,60.0,54.0,16.4821,16.1464,15.79K,13.75K,472.15,182.9,5.60B,No,341.34,341.27,346.17,327.64,-22.06
486,RELIABLE.NS,155.12,59.28K,Technology Services,Data Processing Services,84.0,88.0,78.0,56.0,7.5314,7.53,58.63K,56.96K,175.0,71.21,1.60B,No,133.2,137.74,137.82,140.83,-11.36
488,BHARATGEAR.NS,128.91,940.58K,Producer Manufacturing,Trucks/Construction/Farm Machinery,84.0,88.0,78.0,80.0,5.5543,5.3807,46.04K,25.32K,154.2,83.8,1.98B,No,111.18,108.29,114.46,108.37,-16.4
489,AMANTA.NS,150.2,252.43K,Health Technology,Pharmaceuticals: Major,84.0,84.0,92.0,90.0,10.5357,10.2807,291.81K,946.16K,164.0,92.0,5.83B,No,131.06,,135.21,114.73,-8.41
490,VETO.NS,144.36,59.30K,Producer Manufacturing,Electrical Products,84.0,94.0,89.0,86.0,6.9457,6.8029,113.47K,368.35K,153.95,82.32,2.76B,No,116.1,111.0,121.22,109.51,-6.23
493,MOTHERSON.NS,148.15,3450.76K,Producer Manufacturing,Auto Parts: Oem,84.0,87.0,69.0,82.0,4.5971,4.1529,24446.79K,17731.44K,151.77,89.7,1560.10B,No,131.36,117.68,135.03,123.92,-2.39
495,KINGFA.NS,5027.5,1.68K,Process Industries,Chemicals: Specialty,84.0,39.0,73.0,83.0,197.85,197.85,8.04K,5.01K,5699.4,3021.0,68.37B,No,4999.53,4471.36,5115.87,4498.92,-11.79
496,SIS.NS,426.3,54.47K,Commercial Services,Miscellaneous Commercial Services,84.0,81.0,90.0,85.0,19.9,19.2321,162.96K,228.38K,444.3,257.05,60.24B,No,374.18,339.64,385.93,339.14,-4.05
500,MEGASTAR.NS,317.65,40.65K,Process Industries,Agricultural Commodities/Milling,84.0,63.0,84.0,77.0,17.6,17.5607,44.19K,73.91K,335.0,203.0,3.59B,No,295.73,251.91,301.15,260.34,-5.18
501,TALBROAUTO.NS,361.85,62.20K,Producer Manufacturing,Industrial Machinery,83.0,80.0,90.0,84.0,17.7286,17.7,303.87K,243.98K,385.85,219.9,22.34B,No,320.73,286.12,331.2,286.49,-6.22
502,KEI.NS,5356.5,90.93K,Producer Manufacturing,Electrical Products,83.0,65.0,68.0,83.0,164.6643,156.3786,412.07K,216.70K,5520.0,3525.3,511.99B,No,5029.48,4439.33,5133.35,4606.07,-2.96
505,ACMESOLAR.NS,347.6,478.98K,Industrial Services,Engineering & Construction,83.0,89.0,91.0,91.0,16.675,16.675,2542.35K,3985.53K,364.8,195.9,245.29B,No,303.69,264.4,310.43,260.14,-4.71
506,BETA.NS,1897.6,42.74K,Health Technology,Pharmaceuticals: Major,83.0,95.0,94.0,72.0,85.6929,80.25,22.96K,48.40K,2000.0,990.1,19.12B,No,1404.52,1523.63,1457.1,1416.26,-5.12
507,CGPOWER.NS,937.4,1336.43K,Producer Manufacturing,Electrical Products,83.0,80.0,79.0,89.0,26.4107,26.1179,3752.29K,4091.84K,952.0,525.5,1474.63B,No,844.32,732.08,869.73,731.4,-1.53
508,VIJAYA.NS,1315.5,139.35K,Health Services,Medical/Nursing Services,83.0,56.0,85.0,78.0,62.4,61.4714,255.56K,274.21K,1427.8,848.0,135.36B,No,1189.36,1046.98,1231.79,1061.96,-7.87
509,SURYODAY.NS,175.71,241.13K,Finance,Regional Banks,83.0,54.0,80.0,83.0,6.7943,6.7814,535.06K,297.85K,190.78,115.41,18.68B,No,158.2,141.42,162.83,143.71,-7.9
510,DREDGECORP.NS,1078.9,58.72K,Transportation,Marine Shipping,83.0,90.0,58.0,82.0,68.0143,66.6286,503.29K,485.76K,1286.0,538.0,30.21B,No,1011.49,891.58,1024.48,974.77,-16.1
511,PANAMAPET.NS,384.95,94.34K,Process Industries,Industrial Specialties,83.0,93.0,86.0,85.0,24.6179,23.45,387.98K,1716.34K,408.85,229.0,23.29B,No,307.31,291.24,320.35,295.38,-5.85
512,PIRAMALFIN.NS,2014.3,47.65K,Finance,Finance/Rental/Leasing,83.0,66.0,57.0,86.0,60.0429,59.7286,566.96K,307.09K,2091.0,1260.0,455.54B,No,1897.72,,1932.43,1793.66,-3.67
513,GABRIEL.NS,1142.0,735.84K,Producer Manufacturing,Auto Parts: Oem,83.0,65.0,78.0,78.0,47.0357,44.2786,395.25K,456.37K,1388.0,582.2,202.38B,No,1046.65,1061.98,1064.14,987.29,-17.72
515,DEEPAKFERT.NS,1548.2,230.85K,Process Industries,Chemicals: Agricultural,83.0,88.0,92.0,76.0,61.3714,60.1714,664.24K,440.71K,1778.6,866.4,195.71B,No,1318.4,1271.24,1378.66,1197.23,-12.95
516,ORBTEXP.NS,208.1,33.79K,Process Industries,Textiles,83.0,96.0,88.0,75.0,13.4179,13.4179,9.27K,21.80K,265.0,135.0,5.52B,No,171.07,183.55,176.36,176.08,-21.47
517,MARKSANS.NS,247.4,1370.80K,Health Technology,Pharmaceuticals: Major,83.0,90.0,88.0,85.0,11.7043,11.6357,2688.46K,2861.15K,266.6,155.0,112.11B,No,209.53,185.3,215.03,188.76,-7.2
520,MUTHOOTMF.NS,200.17,340.61K,Finance,Finance/Rental/Leasing,83.0,80.0,82.0,71.0,7.6293,7.5136,759.79K,248.62K,217.99,125.12,33.65B,No,183.64,174.44,187.06,177.81,-8.17
521,STEL.NS,617.45,38.38K,Finance,Financial Conglomerates,83.0,95.0,75.0,58.0,27.5036,26.825,9.47K,26.56K,657.3,380.0,11.40B,No,479.5,471.63,492.56,484.92,-6.06
522,PRIVISCL.NS,3464.8,21.69K,Process Industries,Chemicals: Major Diversified,83.0,82.0,67.0,66.0,100.9786,97.6357,110.02K,101.95K,3590.9,2050.0,135.34B,No,3223.25,2920.01,3301.94,3046.05,-3.51
523,SAIL.NS,181.1,10620.16K,Non-Energy Minerals,Steel,83.0,13.0,71.0,87.0,5.4129,5.1893,27416.66K,18032.02K,209.7,118.1,747.63B,No,186.17,152.92,187.51,161.59,-13.64
524,MUFIN.NS,123.54,519.78K,Finance,Finance/Rental/Leasing,83.0,78.0,65.0,74.0,3.4286,3.2671,2252.53K,1011.01K,128.18,69.5,24.48B,No,116.98,108.31,118.77,113.52,-3.62
526,SOFTTECH.NS,401.45,10.22K,Technology Services,Packaged Software,83.0,19.0,93.0,82.0,10.9964,6.2286,10.99K,2.86K,489.9,215.0,5.56B,No,389.63,342.38,401.42,331.24,-18.05
527,ICIL.NS,342.45,159.96K,Process Industries,Textiles,83.0,89.0,82.0,68.0,16.9643,16.3571,585.99K,647.92K,360.4,216.9,67.82B,No,295.42,278.48,304.39,279.52,-4.98
528,DIVGIITTS.NS,861.0,48.57K,Producer Manufacturing,Auto Parts: Oem,83.0,93.0,63.0,89.0,37.6214,36.6679,54.75K,57.28K,896.0,572.3,26.41B,No,740.77,667.8,764.05,685.66,-3.91
529,GALAPREC.NS,1041.85,198.32K,Producer Manufacturing,Metal Fabrication,83.0,91.0,87.0,89.0,47.5143,44.9964,57.70K,192.91K,1082.9,671.2,13.33B,No,836.08,780.96,864.16,788.29,-3.79
530,EBGNG.NS,454.8,573.55K,Technology Services,Information Technology Services,83.0,70.0,78.0,88.0,23.4714,22.4036,525.66K,704.34K,484.8,239.0,51.85B,No,421.3,353.95,427.03,362.14,-6.19
532,BHAGERIA.NS,225.35,110.11K,Process Industries,Chemicals: Specialty,83.0,96.0,90.0,82.0,11.9621,10.6086,122.03K,461.95K,244.6,127.51,9.84B,No,169.38,174.99,179.05,169.08,-7.87
533,GAEL.NS,156.9,161.43K,Consumer Non-Durables,Food: Specialty/Candy,83.0,37.0,69.0,86.0,4.8893,4.8557,976.02K,582.23K,177.92,101.2,71.97B,No,157.05,130.32,157.47,141.17,-11.81
534,KAPSTON.NS,345.55,10.36K,Commercial Services,Miscellaneous Commercial Services,83.0,59.0,72.0,72.0,12.5857,12.4214,16.65K,11.48K,433.5,227.0,10.52B,No,330.0,309.84,336.37,330.39,-20.29
535,SANSTAR.NS,115.3,64.06K,Consumer Non-Durables,Food: Major Diversified,82.0,86.0,84.0,83.0,5.7043,5.6529,623.88K,601.92K,121.99,74.3,21.01B,No,100.53,92.96,104.63,93.65,-5.48
538,RAYMOND.NS,593.0,291.10K,Process Industries,Textiles,82.0,93.0,92.0,82.0,23.9393,22.9071,950.25K,730.96K,783.9,320.0,39.47B,No,487.5,479.91,506.56,436.06,-24.35
541,WABAG.NS,1744.0,1729.31K,Industrial Services,Engineering & Construction,82.0,92.0,90.0,83.0,56.45,51.5,390.51K,303.64K,1754.6,1033.0,108.65B,No,1474.73,1364.77,1515.1,1335.03,-0.6
542,JINDALSAW.NS,242.96,425.00K,Non-Energy Minerals,Steel,82.0,77.0,91.0,91.0,11.7971,10.89,3126.29K,3011.36K,267.5,153.0,154.92B,No,232.16,195.07,238.26,197.16,-9.17
543,TRITURBINE.NS,662.25,225.03K,Producer Manufacturing,Industrial Machinery,82.0,85.0,88.0,81.0,30.6679,29.6464,3308.70K,693.59K,787.6,428.35,210.53B,No,603.75,534.84,633.41,542.73,-15.92
546,BLSE.NS,226.74,107.40K,Technology Services,Internet Software/Services,82.0,87.0,94.0,68.0,7.22,7.22,454.08K,304.17K,237.0,124.3,20.55B,No,199.35,186.03,205.79,184.76,-4.33
548,GSPCROP.NS,461.6,164.66K,Process Industries,Chemicals: Agricultural,82.0,73.0,,,17.7822,17.6036,426.22K,178.94K,476.0,328.0,21.47B,No,425.46,,433.98,,-3.03
549,SAMMAANCAP.NS,179.06,6356.50K,Finance,Finance/Rental/Leasing,82.0,92.0,75.0,78.0,6.9,6.5129,20712.03K,16090.86K,192.95,114.1,205.17B,No,157.26,152.38,161.12,151.21,-7.2
551,SHRIPISTON.NS,3736.3,44.05K,Producer Manufacturing,Auto Parts: Oem,82.0,79.0,72.0,88.0,129.9571,124.1928,94.70K,82.03K,3788.2,2301.2,164.58B,No,3440.72,3000.44,3496.25,3173.1,-1.37
555,NGIL.NS,37.5,6.77K,Consumer Non-Durables,Food: Specialty/Candy,82.0,20.0,91.0,88.0,2.0786,2.0779,36.43K,12.31K,43.89,22.01,668.07M,No,37.17,30.77,38.79,30.95,-14.56
556,VTL.NS,633.3,123.99K,Process Industries,Textiles,82.0,66.0,65.0,90.0,23.3821,21.8821,610.53K,363.15K,650.85,383.7,183.20B,No,597.33,490.37,602.79,521.65,-2.7
557,ANANDRATHI.NS,1773.8,88.72K,Finance,Investment Managers,82.0,41.0,56.0,79.0,41.3143,40.6036,659.62K,543.12K,1867.5,1008.75,294.52B,No,1781.27,1575.57,1782.8,1611.25,-5.02
558,STEELCAS.NS,290.2,18.32K,Non-Energy Minerals,Steel,82.0,52.0,77.0,86.0,13.3321,13.2393,78.45K,79.44K,320.0,176.02,29.37B,No,284.56,234.55,287.63,242.34,-9.31
561,RICOAUTO.NS,130.99,649.65K,Producer Manufacturing,Auto Parts: Oem,82.0,84.0,66.0,73.0,7.6357,7.1079,2823.06K,9250.83K,142.4,65.73,17.72B,No,119.53,112.18,122.68,120.58,-8.01
562,GCSL.NS,434.05,137.85K,Finance,Investment Banks/Brokers,82.0,78.0,67.0,83.0,14.9464,14.8357,279.54K,406.79K,443.4,213.15,9.83B,No,379.73,,388.49,356.44,-2.11
564,OLAELEC.NS,43.04,74267.12K,Consumer Durables,Motor Vehicles,82.0,88.0,95.0,77.0,2.8779,2.835,174169.44K,259371.13K,71.25,22.25,190.22B,No,38.47,39.97,39.58,34.71,-39.59
566,DBSTOCKBRO.NS,33.6,9.55K,Finance,Investment Banks/Brokers,82.0,90.0,80.0,86.0,2.605,2.5714,13.91K,14.10K,36.33,23.15,1.18B,No,29.03,26.26,29.87,26.74,-7.51
567,SHIVAUM.NS,365.1,0.03K,Producer Manufacturing,Metal Fabrication,82.0,82.0,82.0,84.0,5.0643,3.0357,0.58K,0.04K,375.4,275.0,4.97B,No,338.5,309.23,342.74,316.86,-2.74
568,SKIPPER.NS,552.85,267.99K,Producer Manufacturing,Metal Fabrication,81.0,89.0,93.0,80.0,23.7036,22.4643,928.97K,1139.65K,588.0,327.05,62.42B,No,477.0,453.15,495.61,424.57,-5.98
569,KISSHT.NS,272.3,767.99K,Finance,Finance/Rental/Leasing,81.0,94.0,,,15.94,15.2286,7543.09K,3455.55K,288.8,190.0,45.88B,No,,,,,-5.71
571,APOLLOPIPE.NS,502.1,29.88K,Producer Manufacturing,Miscellaneous Manufacturing,81.0,66.0,80.0,94.0,20.8143,20.2393,658.45K,170.20K,554.0,252.1,22.05B,No,478.01,369.1,489.72,386.17,-9.37
572,ADANIPORTS.NS,1812.1,1129.34K,Transportation,Other Transportation,81.0,59.0,79.0,79.0,40.5,40.0286,3127.45K,2149.56K,1857.8,1290.5,4175.00B,No,1703.75,1510.61,1742.32,1551.01,-2.46
573,GUJALKALI.NS,647.25,42.57K,Process Industries,Chemicals: Specialty,81.0,16.0,89.0,81.0,26.9143,25.5107,5124.73K,78.10K,815.0,409.15,47.53B,No,693.55,566.72,704.0,569.47,-20.58
577,MIDHANI.NS,438.5,529.73K,Non-Energy Minerals,Other Metals/Minerals,81.0,64.0,79.0,88.0,20.7643,19.8821,1342.47K,2095.01K,469.0,266.65,82.11B,No,397.29,364.18,410.85,357.78,-6.5
578,BOROSCI.NS,160.73,140.00K,Process Industries,Containers/Packaging,81.0,94.0,89.0,82.0,5.3864,5.3386,159.66K,137.78K,190.79,96.64,14.30B,No,129.59,124.42,133.5,119.78,-15.76
580,DBOL.NS,115.3,3.65K,Process Industries,Agricultural Commodities/Milling,81.0,53.0,58.0,90.0,4.495,4.415,235.84K,42.02K,130.73,69.0,7.59B,No,113.86,92.86,114.03,99.9,-11.8
581,KOPRAN.NS,183.2,23.82K,Health Technology,Pharmaceuticals: Major,81.0,86.0,89.0,84.0,9.8836,9.3721,782.38K,150.68K,219.0,107.0,8.85B,No,168.81,152.01,171.99,146.3,-16.35
582,PSPPROJECT.NS,918.9,22.02K,Industrial Services,Engineering & Construction,81.0,87.0,82.0,61.0,47.1107,45.9286,126.59K,233.97K,1029.9,569.2,36.43B,No,791.72,796.65,818.62,784.42,-10.78
583,GRINDWELL.NS,2031.3,23.81K,Process Industries,Industrial Specialties,81.0,83.0,83.0,83.0,65.8214,63.4429,97.34K,61.15K,2045.0,1329.0,224.91B,No,1752.71,1626.67,1800.27,1633.15,-0.67
584,SANGAMIND.NS,532.6,13.07K,Process Industries,Textiles,81.0,67.0,73.0,81.0,17.8643,17.8607,53.17K,31.83K,576.95,341.55,26.26B,No,504.68,453.75,512.24,469.43,-7.69
585,GAUDIUMIVF.NS,103.56,49.48K,Health Services,Medical/Nursing Services,81.0,23.0,83.0,,1.9971,0.4014,1066.88K,72.97K,133.0,69.18,7.54B,No,109.58,,110.89,,-22.14
586,GLAND.NS,2202.7,251.86K,Health Technology,Pharmaceuticals: Major,81.0,85.0,80.0,82.0,89.1214,88.0571,441.80K,642.44K,2396.0,1573.6,363.18B,No,2001.27,1856.98,2033.97,1827.91,-8.07
589,NORTHARC.NS,298.3,231.74K,Finance,Finance/Rental/Leasing,81.0,65.0,74.0,77.0,13.0179,12.7714,731.54K,700.41K,321.7,195.3,48.21B,No,271.99,260.19,278.04,259.41,-7.27
590,USHAMART.NS,491.85,99.49K,Producer Manufacturing,Metal Fabrication,81.0,60.0,65.0,71.0,16.1786,15.3071,709.46K,526.28K,527.5,306.55,149.69B,No,468.49,439.5,475.27,440.4,-6.76
591,NORBTEAEXP.NS,74.15,0.92K,Consumer Non-Durables,Food: Specialty/Candy,81.0,10.0,5.0,60.0,4.085,4.0629,6.20K,2.12K,99.35,30.5,1.15B,No,76.8,73.09,75.32,82.71,-25.36
594,MMTC.NS,75.4,64489.65K,Distribution Services,Wholesale Distributors,81.0,87.0,83.0,84.0,3.4657,3.3293,9588.98K,17613.20K,77.36,50.1,113.01B,No,64.94,63.61,66.96,62.72,-2.53
599,MITCON.NS,81.5,1.33K,Commercial Services,Miscellaneous Commercial Services,81.0,55.0,91.0,75.0,4.5543,4.4857,14.79K,18.54K,93.18,49.56,1.44B,No,79.31,68.35,81.08,68.25,-12.53
601,TFCILTD.NS,76.17,854.33K,Finance,Finance/Rental/Leasing,80.0,44.0,62.0,78.0,2.3421,2.2771,5439.54K,4848.75K,84.61,42.7,35.26B,No,74.02,69.71,74.98,69.25,-9.98
602,GLOBAL.NS,101.36,36.35K,Commercial Services,Miscellaneous Commercial Services,80.0,33.0,20.0,69.0,4.03,3.9143,117.77K,89.83K,121.9,55.3,5.16B,No,103.53,86.9,104.72,96.3,-16.85
603,SMLMAH.NS,3987.9,18.99K,Consumer Durables,Motor Vehicles,80.0,73.0,21.0,71.0,157.4,147.1071,79.38K,75.25K,5348.0,1738.5,57.71B,No,3861.48,3755.9,3861.51,3938.8,-25.43
604,COASTCORP.NS,50.53,62.53K,Transportation,Marine Shipping,80.0,4.0,64.0,73.0,3.395,3.3307,185.97K,175.04K,66.7,30.01,3.38B,No,54.7,45.31,55.78,48.98,-24.24
605,LUMAXTECH.NS,1646.9,45.45K,Producer Manufacturing,Auto Parts: Oem,80.0,44.0,49.0,61.0,73.4286,71.3429,240.25K,163.17K,1898.0,954.1,112.25B,No,1683.92,1476.0,1678.8,1600.03,-13.23
606,NUVAMA.NS,1634.8,178.88K,Finance,Investment Managers,80.0,80.0,82.0,75.0,53.0,50.0429,575.59K,517.62K,1701.7,1096.9,298.30B,No,1454.47,1379.77,1500.01,1391.14,-3.93
608,AIAENG.NS,4484.5,15.07K,Producer Manufacturing,Industrial Machinery,80.0,86.0,68.0,76.0,124.6429,120.1929,93.30K,90.12K,4775.0,3001.1,418.50B,No,4084.97,3714.87,4169.84,3922.58,-6.08
609,HAPPYFORGE.NS,1354.1,18.68K,Producer Manufacturing,Metal Fabrication,80.0,36.0,37.0,84.0,44.9571,43.7214,91.83K,84.15K,1490.0,862.05,127.93B,No,1357.71,1146.94,1367.24,1231.13,-9.12
611,MANCREDIT.NS,222.0,82.81K,Finance,Finance/Rental/Leasing,80.0,94.0,81.0,87.0,10.0057,9.43,127.76K,273.16K,231.0,152.06,4.69B,No,182.08,175.96,187.07,174.72,-3.9
615,SMARTLINK.NS,163.1,2.11K,Electronic Technology,Telecommunications Equipment,80.0,14.0,89.0,81.0,6.9629,6.8836,22.49K,5.33K,199.0,103.5,1.63B,No,148.45,136.63,153.77,134.94,-18.04
616,DYNAMATECH.NS,10653.0,5.21K,Producer Manufacturing,Industrial Machinery,80.0,32.0,28.0,80.0,423.9286,378.3571,27.61K,15.95K,12875.0,6320.0,72.35B,No,10838.44,9172.08,11051.3,9894.45,-17.26
618,ABDL.NS,624.25,115.29K,Consumer Non-Durables,Beverages: Alcoholic,80.0,82.0,80.0,53.0,23.2071,23.1357,495.93K,563.01K,696.8,382.1,174.62B,No,548.9,543.41,575.25,535.38,-10.41
619,DHANBANK.NS,31.82,615.06K,Finance,Major Banks,80.0,45.0,84.0,80.0,1.5964,1.5686,2290.03K,1361.15K,35.17,19.45,12.56B,No,30.8,26.45,31.1,26.56,-9.53
620,TERASOFT.NS,439.25,8.19K,Technology Services,Information Technology Services,80.0,96.0,75.0,36.0,23.8679,22.8929,24.51K,41.67K,598.0,257.4,5.50B,No,365.44,408.3,371.5,388.9,-26.55
622,RADICO.NS,3587.4,77.80K,Consumer Non-Durables,Beverages: Alcoholic,80.0,62.0,80.0,70.0,76.1786,74.05,438.31K,199.15K,3679.0,2500.0,480.45B,No,3354.79,3070.64,3446.77,3082.64,-2.49
623,BHARATSE.NS,186.76,85.57K,Producer Manufacturing,Auto Parts: Oem,80.0,49.0,42.0,59.0,7.8957,7.4036,233.50K,119.14K,239.45,98.61,11.72B,No,184.22,178.31,185.46,174.34,-22.0
624,SEJALLTD.NS,725.0,2.14K,Process Industries,Industrial Specialties,80.0,11.0,89.0,27.0,36.0429,32.6321,21.89K,14.03K,1036.7,381.0,8.50B,No,735.36,731.41,755.48,707.64,-30.07
625,SHRIRAMFIN.NS,998.2,2101.64K,Finance,Finance/Rental/Leasing,80.0,73.0,18.0,79.0,27.9679,23.4714,7641.35K,6515.36K,1108.0,566.5,2348.56B,No,963.84,881.92,970.16,970.09,-9.91
626,AVL.NS,581.75,398.74K,Retail Trade,Electronics/Appliance Stores,80.0,65.0,75.0,73.0,23.95,23.1857,221.39K,197.90K,598.7,327.6,74.99B,No,529.47,514.95,538.72,503.97,-2.83
629,UNITEDPOLY.NS,33.0,31.52K,Process Industries,Textiles,80.0,49.0,76.0,35.0,1.6543,1.6479,177.88K,41.80K,51.16,18.0,7.57B,No,31.85,33.05,32.52,29.57,-35.5
630,NLCINDIA.NS,313.75,2643.35K,Utilities,Electric Utilities,80.0,4.0,78.0,85.0,12.6,12.2107,7745.09K,11334.09K,387.8,220.71,434.99B,No,320.74,272.58,325.58,279.9,-19.09
631,FEDFINA.NS,162.21,254.52K,Finance,Finance/Rental/Leasing,80.0,71.0,81.0,74.0,6.4614,6.3493,1078.86K,862.08K,178.48,111.63,60.75B,No,151.75,146.15,153.43,145.93,-9.12
633,LIKHITHA.NS,233.5,6.95K,Industrial Services,Engineering & Construction,80.0,83.0,92.0,81.0,9.2157,8.4164,172.90K,50.20K,303.0,131.45,9.22B,No,216.5,200.77,217.42,187.3,-22.94
634,NRL.NS,75.91,28.93K,Non-Energy Minerals,Other Metals/Minerals,79.0,96.0,90.0,83.0,4.1014,4.0314,103.86K,174.29K,82.9,45.1,5.24B,No,59.22,60.2,61.62,56.61,-8.43
635,CLCIND.NS,42.38,0.23K,Process Industries,Textiles,79.0,97.0,98.0,0.0,0.8743,0.0,0.04K,0.06K,280.0,8.54,4.41M,No,28.58,161.21,30.67,99.53,-84.86
636,BBTCL.NS,219.5,5.21K,Process Industries,Containers/Packaging,79.0,83.0,80.0,70.0,14.4321,13.6957,7.84K,12.67K,240.0,150.0,4.50B,No,201.26,194.22,205.28,191.82,-8.54
639,UNIVASTU.NS,91.15,844.40K,Industrial Services,Engineering & Construction,79.0,93.0,86.0,86.0,4.4686,4.39,123.79K,153.94K,106.67,56.02,3.28B,No,72.79,71.08,75.02,68.57,-14.55
640,LLOYDSENT.NS,68.5,1357.25K,Distribution Services,Wholesale Distributors,79.0,41.0,89.0,86.0,3.1457,3.015,4669.25K,2179.45K,96.4,40.69,104.57B,No,67.57,62.47,68.68,59.83,-28.94
641,YATHARTH.NS,822.25,86.74K,Health Services,Hospital/Nursing Management,79.0,44.0,71.0,79.0,24.7964,24.05,453.24K,242.48K,889.9,485.0,79.23B,No,799.98,734.52,810.4,714.53,-7.6
642,CAPLIPOINT.NS,2368.9,58.16K,Health Technology,Pharmaceuticals: Major,79.0,87.0,87.0,78.0,86.4357,84.7714,177.85K,306.76K,2447.3,1500.3,180.06B,No,1917.15,1905.84,1991.76,1843.22,-3.2
643,HESTERBIO.NS,2040.3,4.36K,Health Technology,Pharmaceuticals: Major,79.0,87.0,87.0,81.0,80.2,79.3357,12.98K,6.21K,2350.0,1239.3,,No,1744.79,1676.36,1793.99,1607.78,-13.18
645,KOTYARK.NS,404.65,6.86K,Process Industries,Industrial Specialties,79.0,18.0,80.0,93.0,13.0929,12.7143,54.36K,17.67K,464.25,191.2,4.16B,No,408.57,308.07,416.1,320.58,-12.84
646,DIFFNKG.NS,368.6,86.39K,Producer Manufacturing,Industrial Machinery,79.0,89.0,87.0,85.0,15.1071,14.6429,129.12K,215.00K,418.2,216.8,13.71B,No,315.58,317.28,324.36,294.77,-11.86
648,POCL.NS,1308.5,105.10K,Non-Energy Minerals,Other Metals/Minerals,79.0,4.0,71.0,58.0,49.1286,47.7143,334.75K,230.97K,1619.0,689.0,39.92B,No,1315.59,1277.87,1342.64,1271.02,-19.18
651,CORDSCABLE.NS,217.7,18.43K,Producer Manufacturing,Electrical Products,79.0,60.0,83.0,67.0,12.5707,11.8907,95.52K,39.50K,259.4,127.01,2.81B,No,198.35,180.4,203.49,181.16,-16.08
652,MINDACORP.NS,657.5,262.08K,Producer Manufacturing,Auto Parts: Oem,79.0,93.0,80.0,70.0,21.1786,20.9071,565.23K,721.48K,679.85,445.05,154.75B,No,560.77,561.05,577.97,564.25,-3.29
653,CARBORUNIV.NS,1070.8,49.94K,Process Industries,Industrial Specialties,79.0,58.0,83.0,79.0,36.3571,36.2286,268.09K,165.16K,1166.4,735.2,203.98B,No,994.44,896.49,1019.0,889.27,-8.2
655,PALREDTEC.NS,48.31,2.34K,Distribution Services,Electronics Distributors,79.0,92.0,92.0,76.0,2.825,2.79,6.89K,4.47K,73.6,27.45,590.96M,No,40.66,43.37,42.7,39.03,-34.36
657,BANDHANBNK.NS,209.0,4433.18K,Finance,Major Banks,79.0,69.0,63.0,89.0,6.605,6.2193,12652.70K,8028.39K,214.94,134.25,336.63B,No,192.64,166.74,197.32,170.12,-2.76
