IndustryRank,Ticker,Price,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol10,52WKH,52WKL,MCAP,SMA50,SMA200,SMA10W,SMA30W
4,AANCHALISP.BO,90.94,Producer Manufacturing,Metal Fabrication,93.0,98.0,98.0,0.0,3.2121,0.0671,2.97K,508.0,7.62,384.98M,46.41,206.0,48.42,76.79
5,BELDING.BO,1399.95,Producer Manufacturing,Metal Fabrication,93.0,54.0,1.0,20.0,89.9357,85.5786,1.37K,2400.0,425.6,20.27B,1414.08,1433.15,1409.59,1635.74
1,INOVSYNTH.BO,126.82,Miscellaneous,Miscellaneous,93.0,98.0,96.0,91.0,3.4229,0.7793,99.96K,139.85,50.1,11.78B,83.4,80.57,85.18,77.82
2,ASHIKA.NS,398.7,Miscellaneous,Miscellaneous,54.0,56.0,,,15.6036,15.6036,126.09K,413.1,339.95,,,,,
3,SCILAL.NS,45.86,Miscellaneous,Miscellaneous,40.0,35.0,44.0,46.0,1.3336,1.2764,302.80K,58.7,34.3,21.36B,46.01,46.78,46.43,45.33
1,MAGNUS.BO,92.8,Commercial Services,Miscellaneous Commercial Services,98.0,0.0,81.0,97.0,6.6536,2.1607,83.32K,223.4,8.33,313.69M,148.19,63.14,148.17,84.27
2,SMTEL.BO,387.0,Commercial Services,Miscellaneous Commercial Services,98.0,41.0,4.0,97.0,27.1714,22.8429,0.63K,494.85,15.08,6.99B,416.0,259.61,413.12,341.24
3,HYPERSOFT.BO,204.0,Commercial Services,Miscellaneous Commercial Services,97.0,95.0,93.0,97.0,8.8643,6.9821,12.25K,216.8,21.32,17.23B,155.56,99.02,158.92,109.11
4,ISTRNETWK.BO,48.54,Commercial Services,Miscellaneous Commercial Services,97.0,73.0,48.0,32.0,2.52,1.9171,29.43K,72.15,5.16,3.42B,47.28,43.23,47.66,46.76
5,BLUSPRING.NS,108.39,Commercial Services,Miscellaneous Commercial Services,93.0,96.0,97.0,91.0,7.9186,7.5571,2977.54K,119.5,43.98,16.20B,74.59,69.47,76.77,65.48
1,CCME.BO,113.2,Producer Manufacturing,Miscellaneous Manufacturing,96.0,25.0,51.0,74.0,4.7929,2.0679,0.34K,181.3,20.21,5.12B,106.49,99.02,108.35,96.4
2,PANKAJPO.BO,66.0,Producer Manufacturing,Miscellaneous Manufacturing,96.0,40.0,34.0,97.0,3.7529,3.6457,8.97K,75.97,15.0,365.90M,64.47,44.81,65.7,56.13
3,SIZEMASTER.BO,370.0,Producer Manufacturing,Miscellaneous Manufacturing,95.0,46.0,75.0,95.0,23.0393,21.7643,0.50K,415.0,119.95,3.70B,369.11,238.26,371.99,280.82
4,HITECHCORP.NS,307.73,Producer Manufacturing,Miscellaneous Manufacturing,94.0,98.0,97.0,94.0,14.58,11.41,85.90K,323.77,112.0,5.29B,197.62,177.42,204.06,170.91
5,MITSU.BO,151.4,Producer Manufacturing,Miscellaneous Manufacturing,90.0,60.0,93.0,91.0,7.8214,7.3607,51.54K,175.4,80.3,2.06B,136.94,110.82,138.51,113.3
1,ZELIO.BO,561.0,Consumer Durables,Motor Vehicles,96.0,90.0,94.0,63.0,11.3,2.5036,24.55K,610.0,154.9,11.87B,481.36,,488.84,409.46
2,ATHERENERG.NS,971.7,Consumer Durables,Motor Vehicles,93.0,66.0,79.0,89.0,48.2107,48.2107,3497.33K,1069.0,314.15,372.28B,942.16,736.09,940.31,783.49
3,SANDHAR.NS,707.95,Consumer Durables,Motor Vehicles,86.0,94.0,86.0,82.0,38.3214,38.1964,436.16K,763.2,405.2,42.71B,587.39,531.3,593.59,543.46
4,OLECTRA.NS,1520.3,Consumer Durables,Motor Vehicles,79.0,91.0,93.0,82.0,68.15,65.5,1030.35K,1714.2,866.6,124.79B,1260.72,1256.09,1274.67,1153.29
5,SMLMAH.NS,4092.2,Consumer Durables,Motor Vehicles,79.0,72.0,35.0,62.0,159.3214,148.5572,67.49K,5348.0,1738.5,59.22B,3854.62,3751.42,3874.26,3943.05
1,IDREAM.BO,459.1,Consumer Services,Movies/Entertainment,96.0,90.0,81.0,95.0,22.6179,12.1036,0.39K,459.1,131.75,68.86M,349.25,263.57,355.69,303.18
2,SHEMAROO.NS,130.6,Consumer Services,Movies/Entertainment,77.0,95.0,79.0,80.0,7.9086,7.7693,45.96K,161.0,73.0,3.75B,106.27,106.26,108.23,103.38
3,PFOCUS.NS,231.72,Consumer Services,Movies/Entertainment,73.0,10.0,7.0,64.0,13.5457,12.2714,396.02K,367.0,111.1,179.81B,274.5,232.9,269.77,256.73
4,TIPSMUSIC.NS,653.0,Consumer Services,Movies/Entertainment,68.0,34.0,72.0,75.0,24.4179,23.0679,302.97K,726.75,481.15,83.47B,640.5,565.32,652.31,573.5
5,SAREGAMA.NS,465.9,Consumer Services,Movies/Entertainment,67.0,82.0,73.0,80.0,18.7143,18.5357,1290.19K,526.35,307.05,89.43B,393.04,390.49,403.5,364.94
1,NIACL.NS,202.31,Finance,Multi-Line Insurance,79.0,90.0,88.0,80.0,8.7771,8.3364,9377.79K,214.74,116.97,333.41B,162.19,163.51,164.97,153.78
2,ABCAPITAL.NS,375.9,Finance,Multi-Line Insurance,76.0,64.0,60.0,58.0,11.0964,10.0071,2593.22K,377.25,243.0,985.55B,352.77,333.86,355.87,345.58
3,RELIGARE.NS,253.4,Finance,Multi-Line Insurance,59.0,75.0,52.0,68.0,7.4543,7.4543,1246.24K,295.0,196.51,86.47B,229.4,238.54,230.97,231.37
4,GODIGIT.NS,305.95,Finance,Multi-Line Insurance,23.0,31.0,8.0,30.0,11.4143,11.4143,1845.50K,381.4,290.8,282.79B,309.25,334.02,310.21,325.61
5,HDFCLIFE.NS,591.85,Finance,Multi-Line Insurance,12.0,29.0,13.0,12.0,13.3643,12.7464,2755.55K,820.75,543.0,1285.46B,597.13,696.79,595.58,666.8
1,KRISHPP.BO,149.0,Nan,Nan,76.0,93.0,81.0,,4.8857,3.8429,0.18K,153.7,97.5,3.82B,116.78,,119.58,
2,VEDPOWER.NS,41.03,Nan,Nan,46.0,,,,,,83622.07K,43.89,39.2,160.19B,,,,
3,VAML.NS,457.77,Nan,Nan,29.0,,,,,,29933.88K,537.0,440.0,1787.21B,,,,
4,VOGL.NS,32.87,Nan,Nan,26.0,,,,,,75887.11K,38.0,30.42,128.33B,,,,
1,WSTCSTPAPR.NS,513.35,Producer Manufacturing,Office Equipment/Supplies,68.0,68.0,73.0,80.0,16.1464,15.5786,109.28K,583.0,375.0,33.91B,496.2,450.48,494.87,442.43
2,EUROPRATIK.NS,278.75,Producer Manufacturing,Office Equipment/Supplies,67.0,54.0,59.0,30.0,11.6464,11.5286,208.66K,390.0,205.1,28.49B,260.81,,264.71,265.37
3,NAVNETEDUL.NS,139.31,Producer Manufacturing,Office Equipment/Supplies,44.0,31.0,40.0,48.0,4.4064,4.3014,212.83K,168.5,121.5,30.82B,143.36,147.15,144.4,142.82
4,DOMS.NS,2274.1,Producer Manufacturing,Office Equipment/Supplies,39.0,42.0,33.0,33.0,83.0714,82.5214,837.82K,2770.0,2023.9,138.01B,2277.26,2419.88,2265.14,2362.19
5,FLAIR.NS,279.4,Producer Manufacturing,Office Equipment/Supplies,31.0,3.0,12.0,47.0,9.7893,9.7536,200.86K,357.0,245.0,29.45B,309.17,308.54,306.54,305.46
1,RIIL.NS,858.4,Industrial Services,Oil & Gas Pipelines,61.0,82.0,78.0,58.0,32.2,30.725,334.23K,993.0,617.35,12.96B,780.6,800.25,781.86,757.38
1,ASIANENE.NS,367.25,Energy Minerals,Oil & Gas Production,74.0,54.0,79.0,84.0,18.2,18.1,353.08K,392.0,230.0,17.84B,332.61,309.63,338.69,297.96
2,PRABHA.NS,156.5,Energy Minerals,Oil & Gas Production,10.0,16.0,32.0,22.0,5.2707,5.045,32.98K,315.9,143.05,22.94B,161.79,182.52,161.14,166.32
3,BHAGWOX.BO,33.5,Energy Minerals,Oil & Gas Production,9.0,21.0,12.0,18.0,1.0136,0.6771,0.39K,50.0,31.5,77.48M,35.26,40.47,34.98,38.87
1,CHENNPETRO.NS,1097.8,Energy Minerals,Oil Refining/Marketing,81.0,70.0,44.0,72.0,58.6786,57.3357,1167.32K,1249.0,608.4,163.47B,1076.24,927.98,1078.28,967.85
2,PROGREXV.BO,31.05,Energy Minerals,Oil Refining/Marketing,78.0,58.0,57.0,81.0,0.105,0.0,1.50K,31.05,21.48,111.92M,29.2,25.9,29.31,27.17
3,GULFPETRO.NS,39.88,Energy Minerals,Oil Refining/Marketing,70.0,88.0,82.0,68.0,2.2521,2.2457,99.21K,47.69,23.25,2.03B,35.62,35.73,35.85,33.86
4,HINDPETRO.NS,392.1,Energy Minerals,Oil Refining/Marketing,48.0,50.0,44.0,27.0,11.6607,9.8929,6912.01K,508.45,316.2,834.32B,382.43,421.1,382.18,409.73
5,MRPL.NS,154.19,Energy Minerals,Oil Refining/Marketing,45.0,56.0,1.0,51.0,7.3086,7.0279,9501.61K,212.31,120.4,270.23B,161.5,161.25,161.94,167.18
1,CRYOGENIC.BO,274.0,Industrial Services,Oilfield Services/Equipment,94.0,95.0,90.0,87.0,12.3607,11.0071,73.20K,288.3,89.3,3.91B,211.62,182.95,217.49,185.85
2,SEAMECLTD.NS,1366.8,Industrial Services,Oilfield Services/Equipment,80.0,3.0,20.0,84.0,77.7786,76.95,106.70K,1709.2,752.55,34.87B,1553.11,1196.57,1545.1,1330.69
3,UNIDT.NS,222.51,Industrial Services,Oilfield Services/Equipment,73.0,18.0,78.0,63.0,12.7207,12.2771,15.27K,254.97,146.0,4.52B,221.89,199.3,221.57,198.14
4,DEEPINDS.NS,487.05,Industrial Services,Oilfield Services/Equipment,69.0,54.0,82.0,71.0,23.2786,23.2786,242.99K,578.0,330.0,31.17B,482.89,452.52,482.15,430.05
5,TRISHAKT.BO,145.2,Industrial Services,Oilfield Services/Equipment,54.0,33.0,50.0,52.0,8.2357,8.1893,12.59K,191.0,114.9,2.39B,154.63,147.37,156.66,145.33
1,NHL.BO,80.8,Consumer Services,Other Consumer Services,64.0,29.0,45.0,54.0,1.2857,0.0036,1.74K,98.76,56.8,255.36M,75.66,77.69,76.45,77.45
2,IRONWOOD.BO,43.82,Consumer Services,Other Consumer Services,61.0,65.0,25.0,45.0,3.0936,3.0879,41.63K,57.0,32.27,735.33M,43.81,44.4,44.06,46.07
3,YAANENT.BO,92.49,Consumer Services,Other Consumer Services,61.0,5.0,20.0,37.0,4.7414,4.465,8.77K,133.9,60.22,286.72M,104.61,95.81,103.87,99.84
4,HELLOJI.BO,123.9,Consumer Services,Other Consumer Services,42.0,33.0,21.0,,2.8536,1.1393,1.08K,151.5,101.5,424.98M,121.79,,123.98,
5,CPCAP.NS,104.56,Consumer Services,Other Consumer Services,35.0,79.0,70.0,47.0,4.3036,4.2193,122.47K,174.25,73.51,1.90B,95.18,107.53,95.67,98.5
1,RETAGGIO.BO,62.0,Consumer Durables,Other Consumer Specialties,95.0,12.0,92.0,91.0,0.2814,0.0,1.50K,72.68,18.0,1.21B,59.89,40.58,60.97,47.29
2,THANGAMAYL.NS,5454.6,Consumer Durables,Other Consumer Specialties,95.0,96.0,90.0,93.0,326.9785,319.7785,222.81K,5764.2,1750.1,169.54B,4346.72,3382.37,4411.4,3799.25
3,SHOORA.BO,84.09,Consumer Durables,Other Consumer Specialties,91.0,97.0,92.0,96.0,1.3593,0.0036,9.30K,86.1,34.25,388.80M,58.21,52.77,59.73,52.92
4,GKL.BO,37.46,Consumer Durables,Other Consumer Specialties,91.0,4.0,19.0,82.0,2.2943,2.2943,27.82K,49.49,11.8,563.38M,39.81,33.49,39.69,38.23
5,SKRABUL.BO,42.56,Consumer Durables,Other Consumer Specialties,90.0,35.0,41.0,94.0,0.8157,0.4364,0.03K,50.38,17.55,213.45M,43.19,34.83,43.29,38.82
1,JTLDEFENCE.BO,417.05,Non-Energy Minerals,Other Metals/Minerals,98.0,89.0,99.0,98.0,4.0536,0.0,0.61K,417.05,45.46,4.39B,272.62,116.18,293.19,140.64
2,PARMESHWAR.BO,200.9,Non-Energy Minerals,Other Metals/Minerals,96.0,17.0,94.0,93.0,8.225,6.5429,17.80K,241.5,60.01,3.07B,188.49,126.73,189.13,151.44
3,VIDYAWIRES.NS,107.32,Non-Energy Minerals,Other Metals/Minerals,95.0,89.0,96.0,95.0,5.565,4.71,2901.89K,117.35,42.51,22.83B,90.76,,91.6,
4,RAPICUT.BO,190.15,Non-Energy Minerals,Other Metals/Minerals,93.0,40.0,78.0,91.0,13.9464,13.7714,5.09K,204.95,66.66,1.02B,187.71,131.45,189.66,153.56
5,SBCL.NS,746.55,Non-Energy Minerals,Other Metals/Minerals,91.0,78.0,94.0,93.0,36.7286,36.2214,453.70K,789.0,368.6,43.00B,642.98,508.67,652.14,510.87
1,SHREEJISPG.NS,500.6,Transportation,Other Transportation,91.0,81.0,84.0,89.0,17.4071,17.2393,1408.72K,502.15,222.0,81.56B,428.88,346.92,437.4,382.83
2,REPONO.BO,98.53,Transportation,Other Transportation,86.0,98.0,94.0,80.0,7.1057,5.4736,125.76K,100.0,43.06,1.01B,63.06,67.99,64.85,63.47
3,ADANIPORTS.NS,1835.3,Transportation,Other Transportation,81.0,54.0,77.0,77.0,40.1429,39.6715,2145.88K,1857.8,1290.5,4228.46B,1728.21,1518.41,1743.52,1551.41
4,GMRAIRPORT.NS,108.83,Transportation,Other Transportation,73.0,82.0,61.0,65.0,3.3393,3.0386,22510.18K,111.15,80.38,1149.13B,98.86,96.49,99.64,98.24
5,SICALLOG.NS,95.91,Transportation,Other Transportation,72.0,97.0,87.0,61.0,4.1079,3.0393,159.95K,124.0,60.11,7.65B,70.38,82.57,71.5,77.59
1,COVIDH.BO,106.01,Technology Services,Packaged Software,98.0,95.0,98.0,98.0,2.3429,0.0,5.96K,676.67,1.5,891.44M,79.43,34.23,83.55,48.35
2,AMRAPLIN.BO,42.31,Technology Services,Packaged Software,97.0,98.0,98.0,97.0,2.8086,2.0207,79.97K,44.77,12.65,2.18B,21.22,16.48,22.13,17.04
3,SHADOWFAX.NS,222.15,Technology Services,Packaged Software,95.0,80.0,96.0,,11.6479,10.8857,2451.79K,230.0,98.55,129.95B,181.32,,185.0,
4,NINSYS.NS,720.3,Technology Services,Packaged Software,94.0,84.0,97.0,94.0,41.5464,41.25,5.40K,757.2,281.05,13.38B,595.62,442.21,611.71,445.16
5,IZMO.NS,1075.55,Technology Services,Packaged Software,93.0,97.0,86.0,79.0,59.9679,56.7786,218.62K,1374.7,346.0,16.09B,779.49,816.14,795.13,767.05
1,MAXGROW.BO,47.76,Commercial Services,Personnel Services,92.0,9.0,7.0,78.0,0.6843,0.385,3.41K,73.36,7.5,1.91B,49.28,40.63,50.14,49.94
2,AARVI.NS,141.9,Commercial Services,Personnel Services,70.0,80.0,44.0,72.0,7.16,7.0757,53.46K,154.7,96.99,2.10B,130.93,127.12,131.98,129.02
3,QUESS.NS,249.87,Commercial Services,Personnel Services,67.0,90.0,83.0,75.0,10.69,10.675,2962.52K,320.9,166.3,37.32B,213.52,216.96,215.32,204.91
4,TEAMLEASE.NS,1465.0,Commercial Services,Personnel Services,40.0,55.0,76.0,34.0,26.8286,26.5286,25.77K,2100.0,1065.2,24.56B,1334.35,1497.57,1341.75,1371.35
5,PANHR.BO,59.85,Commercial Services,Personnel Services,20.0,13.0,33.0,,0.9936,0.3,7.68K,85.5,43.0,431.58M,67.53,,66.53,
1,ZIMLAB.NS,119.43,Health Technology,Pharmaceuticals: Generic,90.0,88.0,95.0,91.0,6.6614,6.6536,59.80K,127.0,59.31,6.40B,97.35,77.94,99.36,79.97
2,ZENLABS.BO,34.5,Health Technology,Pharmaceuticals: Generic,86.0,87.0,94.0,88.0,2.6243,2.535,5.79K,39.99,16.5,224.60M,29.35,26.07,29.6,23.63
3,JAGSNPHARM.NS,212.28,Health Technology,Pharmaceuticals: Generic,51.0,64.0,53.0,60.0,5.74,5.5814,66.13K,301.65,155.0,13.98B,204.94,201.5,206.83,192.21
4,DENISCHEM.BO,73.42,Health Technology,Pharmaceuticals: Generic,24.0,59.0,39.0,33.0,2.3621,2.3329,2.69K,109.0,56.1,1.02B,75.08,81.22,74.5,76.06
1,VINRKLB.BO,37.45,Health Technology,Pharmaceuticals: Major,98.0,65.0,66.0,98.0,0.7014,0.2471,0.47K,46.65,4.5,225.75M,40.62,18.94,41.08,25.66
2,BLISSGVS.NS,486.3,Health Technology,Pharmaceuticals: Major,97.0,98.0,97.0,97.0,22.6607,22.5643,1091.29K,493.75,118.0,51.58B,334.84,215.35,343.31,242.61
3,VENUSREM.NS,1739.1,Health Technology,Pharmaceuticals: Major,97.0,98.0,95.0,96.0,108.2714,98.3072,198.76K,1943.8,416.0,23.27B,1209.77,794.97,1240.76,938.13
4,PARMAX.BO,69.38,Health Technology,Pharmaceuticals: Major,95.0,98.0,98.0,95.0,3.9893,2.4807,6.54K,69.38,22.6,259.57M,39.39,34.25,40.41,34.89
5,FREDUN.BO,2619.7,Health Technology,Pharmaceuticals: Major,95.0,69.0,91.0,90.0,133.4679,129.7072,12.44K,2699.0,794.0,14.34B,2279.61,1757.78,2315.92,1874.01
1,TRANSCHEM.BO,319.75,Health Technology,Pharmaceuticals: Other,97.0,98.0,96.0,96.0,20.4964,17.5607,7.09K,322.4,38.1,3.91B,210.81,143.17,217.66,179.52
2,GRANULES.NS,786.9,Health Technology,Pharmaceuticals: Other,86.0,55.0,81.0,87.0,23.7929,23.5857,1019.84K,804.3,432.6,194.99B,732.57,609.98,740.3,637.96
3,CRSTCHM.BO,142.75,Health Technology,Pharmaceuticals: Other,79.0,73.0,92.0,74.0,11.3357,10.8179,2.08K,181.55,73.01,428.25M,122.22,113.78,125.04,107.91
4,AUROPHARMA.NS,1497.8,Health Technology,Pharmaceuticals: Other,78.0,33.0,55.0,81.0,37.3929,36.4714,1179.41K,1550.0,1016.1,861.80B,1441.48,1242.11,1451.12,1301.39
5,BDH.BO,438.9,Health Technology,Pharmaceuticals: Other,77.0,85.0,30.0,74.0,25.2214,24.8143,6.25K,523.75,257.05,2.53B,379.72,398.34,379.98,388.38
1,MIDWEST.BO,3910.15,Non-Energy Minerals,Precious Metals,95.0,18.0,7.0,58.0,220.6,205.3786,3.74K,5900.0,802.4,50.72B,4235.2,3796.4,4218.43,4425.68
2,DECNGOLD.NS,214.72,Non-Energy Minerals,Precious Metals,93.0,96.0,,,13.7786,12.9379,4273.31K,221.27,114.8,,,,,
1,DACHEPALLI.BO,80.58,Consumer Services,Publishing: Books/Magazines,72.0,65.0,88.0,,1.8079,1.0264,5.76K,96.77,48.1,1.21B,76.51,,77.84,
2,MPSLTD.NS,1812.1,Consumer Services,Publishing: Books/Magazines,39.0,33.0,62.0,30.0,65.4572,63.9786,9.32K,2975.0,1336.1,30.76B,1757.57,1904.88,1767.25,1761.3
3,SCHAND.NS,150.37,Consumer Services,Publishing: Books/Magazines,22.0,4.0,31.0,35.0,4.3921,4.2607,46.02K,246.39,130.05,5.30B,160.91,165.64,160.62,157.32
1,HMVL.NS,86.13,Consumer Services,Publishing: Newspapers,75.0,94.0,82.0,84.0,5.1814,5.1814,104.83K,100.0,55.2,6.33B,70.39,72.2,70.73,68.63
2,JAGRAN.NS,66.04,Consumer Services,Publishing: Newspapers,42.0,29.0,37.0,40.0,2.2771,1.4257,560.29K,78.9,59.5,14.37B,67.5,68.28,67.26,66.78
3,SANDESH.NS,980.0,Consumer Services,Publishing: Newspapers,30.0,35.0,31.0,35.0,24.5714,24.4072,0.40K,1438.5,811.0,7.42B,1001.08,1062.84,1012.16,1009.82
4,DBCORP.NS,204.19,Consumer Services,Publishing: Newspapers,15.0,33.0,20.0,17.0,4.1279,3.9379,49.28K,291.85,184.51,36.40B,210.96,238.54,210.72,225.69
1,RGIL.BO,194.95,Process Industries,Pulp & Paper,96.0,9.0,94.0,88.0,0.8679,0.0,0.01K,246.5,60.3,2.56B,196.41,143.1,201.03,153.24
2,SKPMIL.BO,119.7,Process Industries,Pulp & Paper,94.0,30.0,50.0,64.0,5.1179,4.425,1.55K,149.3,29.7,1.62B,119.39,99.4,121.57,111.7
3,SUBAM.BO,224.95,Process Industries,Pulp & Paper,92.0,60.0,78.0,70.0,8.95,7.55,20.80K,244.0,70.77,6.18B,214.56,180.89,216.45,193.1
4,RIDDHI.BO,823.45,Process Industries,Pulp & Paper,91.0,90.0,94.0,93.0,49.825,47.9964,2.54K,861.95,405.0,5.87B,678.22,550.88,696.8,552.39
5,KSSMART.BO,160.65,Process Industries,Pulp & Paper,90.0,8.0,4.0,94.0,13.1607,12.6179,12.94K,290.95,65.26,26.36B,210.78,162.62,208.85,202.56
1,GATEWAY.NS,60.94,Transportation,Railroads,53.0,76.0,55.0,53.0,1.8686,1.8264,1031.77K,76.5,48.1,30.45B,57.52,59.21,57.67,57.72
2,CONCOR.NS,471.75,Transportation,Railroads,29.0,16.0,29.0,39.0,10.0071,9.2607,1340.85K,629.2,421.45,359.29B,490.73,505.79,491.07,491.83
1,ARIHANT.NS,871.0,Finance,Real Estate Development,98.0,43.0,,,61.0071,57.8429,13.12K,1100.0,39.65,9.46B,,,796.96,
2,AXENTRA.BO,329.9,Finance,Real Estate Development,96.0,19.0,13.0,36.0,0.7143,0.2429,0.30K,371.85,53.88,6.50B,344.43,323.24,343.4,355.22
3,AGIIL.NS,375.65,Finance,Real Estate Development,90.0,32.0,66.0,87.0,17.9893,17.8,2141.97K,434.4,170.05,46.96B,374.02,295.24,378.77,313.47
4,KESAR.BO,1233.9,Finance,Real Estate Development,88.0,33.0,34.0,85.0,33.9857,31.5964,11.54K,1287.4,530.0,37.23B,1236.92,1043.61,1232.52,1164.34
5,TULIVE.BO,1176.0,Finance,Real Estate Development,87.0,35.0,85.0,92.0,9.8571,6.3214,0.02K,1258.5,682.7,2.53B,1064.0,863.5,1083.18,876.51
1,FUNDVISER.BO,348.0,Finance,Real Estate Investment Trusts,88.0,2.0,43.0,93.0,6.4107,2.6857,0.31K,484.4,143.0,2.75B,419.35,285.19,420.27,320.77
2,ANNAINFRA.BO,33.56,Finance,Real Estate Investment Trusts,72.0,33.0,67.0,84.0,2.5836,2.01,2.17K,39.9,21.9,127.53M,34.54,30.95,35.37,30.92
3,MINDSPACE.BO,463.96,Finance,Real Estate Investment Trusts,53.0,42.0,25.0,41.0,4.5186,4.4107,6.58K,511.57,394.01,307.14B,465.54,465.82,464.66,472.17
4,KRT.BO,116.79,Finance,Real Estate Investment Trusts,50.0,39.0,24.0,38.0,1.5729,1.5507,12.12K,129.49,103.1,517.89B,116.94,118.21,116.97,119.76
5,NXST.BO,155.61,Finance,Real Estate Investment Trusts,50.0,35.0,24.0,44.0,1.8357,1.815,26.73K,168.95,135.56,346.39B,156.38,158.36,155.78,157.8
1,COSCO.BO,214.35,Consumer Durables,Recreational Products,49.0,81.0,52.0,51.0,11.3214,11.1107,1.03K,288.55,160.0,891.91M,196.78,215.34,196.27,204.9
2,KVTOYS.BO,262.5,Consumer Durables,Recreational Products,37.0,65.0,64.0,,11.9607,11.2143,10.56K,363.9,180.0,1.65B,259.78,,260.29,
3,STUDDS.NS,479.05,Consumer Durables,Recreational Products,24.0,72.0,12.0,35.0,26.0429,25.575,1234.42K,600.0,427.55,18.85B,471.93,,470.92,497.49
1,TMB.NS,780.6,Finance,Regional Banks,89.0,79.0,73.0,91.0,28.6429,27.85,275.89K,798.25,411.8,123.61B,712.06,578.12,713.04,628.79
2,J&KBANK.NS,163.56,Finance,Regional Banks,88.0,89.0,75.0,92.0,5.3114,5.0686,4259.76K,167.15,97.35,180.11B,139.6,114.76,140.76,119.03
3,SURYODAY.NS,175.09,Finance,Regional Banks,82.0,71.0,81.0,83.0,7.2014,7.1886,304.08K,190.78,115.41,18.61B,160.6,142.15,162.9,143.73
4,KTKBANK.NS,274.7,Finance,Regional Banks,82.0,56.0,69.0,85.0,9.8107,9.5607,2212.76K,282.95,169.12,103.89B,260.49,211.32,260.86,225.27
5,EQUITASBNK.NS,77.25,Finance,Regional Banks,81.0,80.0,80.0,82.0,2.7807,2.6286,7269.65K,80.14,50.0,88.35B,69.84,63.07,70.15,65.21
1,UFBL.NS,644.15,Consumer Services,Restaurants,97.0,97.0,98.0,98.0,38.2,36.3929,346.43K,657.2,172.34,25.18B,422.38,268.58,443.51,290.58
2,TRAVELFOOD.NS,1354.0,Consumer Services,Restaurants,70.0,92.0,55.0,59.0,57.3786,56.0214,118.82K,1445.0,1008.5,178.29B,1237.41,1241.51,1243.7,1212.12
3,COFFEEDAY.NS,34.44,Consumer Services,Restaurants,61.0,95.0,82.0,59.0,2.3579,2.2629,1348.82K,51.46,21.0,7.28B,29.31,33.87,29.75,30.27
4,SPECIALITY.NS,118.41,Consumer Services,Restaurants,58.0,75.0,68.0,53.0,4.69,4.6057,21.07K,154.0,82.7,5.71B,105.53,114.31,106.88,106.49
5,RBA.NS,73.67,Consumer Services,Restaurants,58.0,68.0,62.0,74.0,1.5579,1.5464,3573.72K,87.65,57.15,52.41B,66.85,67.32,67.55,64.86
1,NSDL.BO,922.3,Finance,Savings Banks,33.0,80.0,36.0,26.0,21.2857,20.0643,783.75K,1425.0,788.0,184.46B,860.13,1015.19,861.17,937.17
1,GRERENEW.BO,156.0,Electronic Technology,Semiconductors,92.0,51.0,92.0,,6.5107,5.1,6.60K,177.8,77.5,2.23B,137.66,,136.75,
2,UTLSOLAR.NS,311.0,Electronic Technology,Semiconductors,90.0,84.0,93.0,89.0,20.5821,17.4679,554.37K,365.0,172.0,95.45B,289.95,,294.38,234.87
3,EMMVEE.NS,332.1,Electronic Technology,Semiconductors,89.0,92.0,90.0,92.0,15.2964,14.8786,3226.63K,352.0,171.51,229.93B,286.91,,291.0,233.92
4,STERPOW.BO,34.43,Electronic Technology,Semiconductors,81.0,69.0,93.0,69.0,2.0057,1.4764,8.75K,43.0,16.9,181.19M,32.56,29.52,33.53,27.86
5,HIGHNESS.BO,165.0,Electronic Technology,Semiconductors,79.0,64.0,,,9.2714,8.4,43.44K,184.9,107.5,851.99M,145.69,,148.17,
1,ICICIGI.NS,1870.1,Finance,Specialty Insurance,44.0,59.0,24.0,44.0,43.85,41.9786,612.39K,2068.7,1629.5,933.50B,1798.97,1880.63,1803.23,1850.05
2,GICRE.NS,368.7,Finance,Specialty Insurance,42.0,21.0,25.0,45.0,12.2893,10.75,3103.84K,417.95,346.7,646.85B,388.43,379.1,387.8,379.69
1,CONFIPET.NS,70.44,Retail Trade,Specialty Stores,92.0,75.0,97.0,96.0,5.2707,5.2457,2183.93K,80.57,28.06,23.40B,62.16,44.56,62.22,44.95
2,ALANSCOTT.BO,305.45,Retail Trade,Specialty Stores,90.0,91.0,77.0,32.0,22.4571,21.8964,4.89K,404.0,94.0,1.75B,264.36,281.43,264.12,284.49
3,HONASA.NS,417.4,Retail Trade,Specialty Stores,88.0,85.0,90.0,91.0,14.1607,14.1607,2121.76K,438.35,248.4,136.08B,373.2,308.54,378.59,318.5
4,VMART.NS,797.8,Retail Trade,Specialty Stores,76.0,91.0,89.0,62.0,28.4679,28.075,236.71K,945.0,457.9,63.46B,661.23,688.31,665.81,638.27
5,DMART.NS,4286.9,Retail Trade,Specialty Stores,57.0,53.0,47.0,67.0,111.5071,108.6143,476.84K,4949.5,3529.0,2796.05B,4300.92,4123.48,4301.49,4024.18
1,ONMOBILE.NS,52.53,Communications,Specialty Telecommunications,42.0,59.0,39.0,40.0,1.7379,1.6814,173.50K,75.09,40.21,5.59B,52.08,56.04,52.57,52.32
2,TTML.NS,44.19,Communications,Specialty Telecommunications,22.0,60.0,54.0,25.0,2.2007,2.1214,12710.52K,69.75,31.22,86.39B,43.47,47.45,44.11,43.98
